Index,Lever position (lp)_9,Ship speed (v) [knots]_9,Gas Turbine (GT) shaft torque (GTT) [kN m]_9,GT rate of revolutions (GTn) [rpm]_9,Gas Generator rate of revolutions (GGn) [rpm]_9,Starboard Propeller Torque (Ts) [kN]_9,Port Propeller Torque (Tp) [kN]_9,Hight Pressure (HP) Turbine exit temperature (T48) [C]_9,GT Compressor inlet air temperature (T1) [C]_9,GT Compressor outlet air temperature (T2) [C]_9,HP Turbine exit pressure (P48) [bar]_9,GT Compressor inlet air pressure (P1) [bar]_9,GT Compressor outlet air pressure (P2) [bar]_9,GT exhaust gas pressure (Pexh) [bar]_9,Turbine Injecton Control (TIC) [%]_9,Fuel flow (mf) [kg/s]_9,GT Compressor decay state coefficient_9,GT Turbine decay state coefficient_9
129,3.144,9,8380.698,1386.766,7148.098,60.366,60.366,594.498,288,585.492,1.387,0.998,7.472,1.02,12.611,0.25,0.95,0.989
138,3.144,9,8380.817,1386.766,7150.696,60.381,60.381,593.689,288,585.343,1.387,0.998,7.464,1.02,12.577,0.249,0.95,0.99
147,3.144,9,8380.894,1386.767,7153.292,60.37,60.37,592.882,288,585.194,1.387,0.998,7.457,1.02,12.544,0.248,0.95,0.991
156,3.144,9,8381.008,1386.767,7155.892,60.375,60.375,592.076,288,585.046,1.387,0.998,7.45,1.02,12.51,0.248,0.95,0.992
165,3.144,9,8381.135,1386.768,7158.493,60.377,60.377,591.272,288,584.898,1.387,0.998,7.443,1.02,12.477,0.247,0.95,0.993
174,3.144,9,8381.186,1386.769,7161.089,60.378,60.378,590.47,288,584.749,1.387,0.998,7.436,1.02,12.444,0.246,0.95,0.994
183,3.144,9,8381.319,1386.769,7163.691,60.387,60.387,589.669,288,584.601,1.387,0.998,7.429,1.02,12.41,0.246,0.95,0.995
192,3.144,9,8381.37,1386.77,7166.289,60.382,60.382,588.87,288,584.453,1.386,0.998,7.422,1.02,12.377,0.245,0.95,0.996
201,3.144,9,8381.496,1386.77,7168.893,60.375,60.375,588.073,288,584.305,1.386,0.998,7.415,1.02,12.344,0.244,0.95,0.997
210,3.144,9,8381.606,1386.771,7171.496,60.384,60.384,587.277,288,584.157,1.386,0.998,7.407,1.02,12.311,0.244,0.95,0.998
219,3.144,9,8381.677,1386.772,7174.097,60.379,60.379,586.483,288,584.009,1.386,0.998,7.4,1.02,12.277,0.243,0.95,0.999
228,3.144,9,8381.818,1386.772,7176.703,60.388,60.388,585.691,288,583.862,1.386,0.998,7.393,1.02,12.244,0.242,0.95,1
237,3.144,9,8379.108,1386.757,7109.493,60.352,60.352,605.531,288,587.363,1.389,0.998,7.575,1.02,13.069,0.259,0.951,0.975
246,3.144,9,8379.189,1386.757,7112.077,60.352,60.352,604.699,288,587.213,1.389,0.998,7.567,1.02,13.035,0.258,0.951,0.976
255,3.144,9,8379.31,1386.758,7114.664,60.355,60.355,603.868,288,587.063,1.389,0.998,7.56,1.02,13,0.257,0.951,0.977
264,3.144,9,8379.408,1386.758,7117.25,60.352,60.352,603.039,288,586.913,1.389,0.998,7.552,1.02,12.966,0.257,0.951,0.978
273,3.144,9,8379.536,1386.759,7119.839,60.356,60.356,602.213,288,586.763,1.389,0.998,7.545,1.02,12.932,0.256,0.951,0.979
282,3.144,9,8379.651,1386.76,7122.428,60.362,60.362,601.387,288,586.613,1.388,0.998,7.538,1.02,12.898,0.255,0.951,0.98
291,3.144,9,8379.719,1386.76,7125.014,60.359,60.359,600.563,288,586.463,1.388,0.998,7.53,1.02,12.864,0.255,0.951,0.981
300,3.144,9,8379.81,1386.761,7127.603,60.366,60.366,599.741,288,586.314,1.388,0.998,7.523,1.02,12.83,0.254,0.951,0.982
309,3.144,9,8379.96,1386.761,7130.196,60.356,60.356,598.922,288,586.164,1.388,0.998,7.516,1.02,12.796,0.253,0.951,0.983
318,3.144,9,8380.049,1386.762,7132.786,60.363,60.363,598.103,288,586.015,1.388,0.998,7.508,1.02,12.762,0.253,0.951,0.984
327,3.144,9,8380.117,1386.763,7135.375,60.362,60.362,597.286,288,585.866,1.388,0.998,7.501,1.02,12.729,0.252,0.951,0.985
336,3.144,9,8380.271,1386.763,7137.971,60.372,60.372,596.471,288,585.717,1.388,0.998,7.494,1.02,12.695,0.251,0.951,0.986
345,3.144,9,8380.353,1386.764,7140.562,60.362,60.362,595.658,288,585.568,1.388,0.998,7.487,1.02,12.661,0.251,0.951,0.987
354,3.144,9,8380.471,1386.764,7143.157,60.369,60.369,594.846,288,585.419,1.387,0.998,7.479,1.02,12.628,0.25,0.951,0.988
363,3.144,9,8380.594,1386.765,7145.753,60.377,60.377,594.037,288,585.27,1.387,0.998,7.472,1.02,12.594,0.249,0.951,0.989
372,3.144,9,8380.651,1386.766,7148.345,60.378,60.378,593.228,288,585.121,1.387,0.998,7.465,1.02,12.56,0.249,0.951,0.99
381,3.144,9,8380.754,1386.766,7150.941,60.372,60.372,592.421,288,584.973,1.387,0.998,7.458,1.02,12.527,0.248,0.951,0.991
390,3.144,9,8380.862,1386.767,7153.537,60.375,60.375,591.616,288,584.825,1.387,0.998,7.451,1.02,12.493,0.247,0.951,0.992
399,3.144,9,8380.92,1386.767,7156.131,60.374,60.374,590.813,288,584.676,1.387,0.998,7.443,1.02,12.46,0.247,0.951,0.993
408,3.144,9,8381.047,1386.768,7158.731,60.37,60.37,590.011,288,584.528,1.387,0.998,7.436,1.02,12.427,0.246,0.951,0.994
417,3.144,9,8381.126,1386.768,7161.328,60.377,60.377,589.211,288,584.38,1.387,0.998,7.429,1.02,12.393,0.245,0.951,0.995
426,3.144,9,8381.262,1386.769,7163.93,60.375,60.375,588.413,288,584.232,1.387,0.998,7.422,1.02,12.36,0.245,0.951,0.996
435,3.144,9,8381.352,1386.77,7166.528,60.375,60.375,587.616,288,584.084,1.386,0.998,7.415,1.02,12.327,0.244,0.951,0.997
444,3.144,9,8381.511,1386.77,7169.133,60.386,60.386,586.822,288,583.937,1.386,0.998,7.408,1.02,12.294,0.243,0.951,0.998
453,3.144,9,8381.538,1386.771,7171.729,60.377,60.377,586.028,288,583.789,1.386,0.998,7.401,1.02,12.26,0.243,0.951,0.999
462,3.144,9,8381.748,1386.771,7174.338,60.393,60.393,585.237,288,583.642,1.386,0.998,7.394,1.02,12.227,0.242,0.951,1
471,3.144,9,8378.992,1386.756,7107.18,60.351,60.351,605.061,288,587.14,1.389,0.998,7.575,1.02,13.052,0.258,0.952,0.975
480,3.144,9,8379.074,1386.757,7109.761,60.346,60.346,604.229,288,586.99,1.389,0.998,7.568,1.02,13.017,0.258,0.952,0.976
489,3.144,9,8379.168,1386.757,7112.344,60.346,60.346,603.399,288,586.84,1.389,0.998,7.56,1.02,12.983,0.257,0.952,0.977
498,3.144,9,8379.308,1386.758,7114.932,60.36,60.36,602.571,288,586.69,1.389,0.998,7.553,1.02,12.949,0.256,0.952,0.978
507,3.144,9,8379.415,1386.758,7117.517,60.355,60.355,601.745,288,586.54,1.389,0.998,7.545,1.02,12.915,0.256,0.952,0.979
516,3.144,9,8379.543,1386.759,7120.105,60.364,60.364,600.92,288,586.391,1.389,0.998,7.538,1.02,12.881,0.255,0.952,0.98
525,3.144,9,8379.591,1386.76,7122.688,60.358,60.358,600.097,288,586.241,1.388,0.998,7.531,1.02,12.847,0.254,0.952,0.981
534,3.144,9,8379.655,1386.76,7125.272,60.353,60.353,599.276,288,586.091,1.388,0.998,7.523,1.02,12.813,0.254,0.952,0.982
543,3.144,9,8379.815,1386.761,7127.864,60.362,60.362,598.457,288,585.942,1.388,0.998,7.516,1.02,12.779,0.253,0.952,0.983
552,3.144,9,8379.904,1386.761,7130.452,60.362,60.362,597.639,288,585.793,1.388,0.998,7.509,1.02,12.745,0.252,0.952,0.984
561,3.144,9,8380.011,1386.762,7133.042,60.359,60.359,596.823,288,585.644,1.388,0.998,7.502,1.02,12.712,0.252,0.952,0.985
570,3.144,9,8380.188,1386.762,7135.637,60.371,60.371,596.009,288,585.495,1.388,0.998,7.494,1.02,12.678,0.251,0.952,0.986
579,3.144,9,8380.227,1386.763,7138.224,60.36,60.36,595.196,288,585.346,1.388,0.998,7.487,1.02,12.644,0.25,0.952,0.987
588,3.144,9,8380.271,1386.764,7140.811,60.361,60.361,594.384,288,585.197,1.388,0.998,7.48,1.02,12.61,0.25,0.952,0.988
597,3.144,9,8380.424,1386.764,7143.407,60.376,60.376,593.575,288,585.049,1.387,0.998,7.473,1.02,12.577,0.249,0.952,0.989
606,3.144,9,8380.534,1386.765,7146.001,60.367,60.367,592.768,288,584.9,1.387,0.998,7.465,1.02,12.543,0.248,0.952,0.99
615,3.144,9,8380.617,1386.765,7148.593,60.377,60.377,591.962,288,584.752,1.387,0.998,7.458,1.02,12.51,0.248,0.952,0.991
624,3.144,9,8380.758,1386.766,7151.19,60.38,60.38,591.158,288,584.604,1.387,0.998,7.451,1.02,12.476,0.247,0.952,0.992
633,3.144,9,8380.847,1386.767,7153.784,60.373,60.373,590.355,288,584.456,1.387,0.998,7.444,1.02,12.443,0.246,0.952,0.993
642,3.144,9,8381.013,1386.767,7156.384,60.383,60.383,589.554,288,584.308,1.387,0.998,7.437,1.02,12.41,0.246,0.952,0.994
651,3.144,9,8381.084,1386.768,7158.979,60.377,60.377,588.755,288,584.16,1.387,0.998,7.43,1.02,12.376,0.245,0.952,0.995
660,3.144,9,8381.12,1386.768,7161.571,60.377,60.377,587.957,288,584.012,1.387,0.998,7.423,1.02,12.343,0.244,0.952,0.996
669,3.144,9,8381.216,1386.769,7164.169,60.38,60.38,587.161,288,583.864,1.387,0.998,7.415,1.02,12.31,0.244,0.952,0.997
678,3.144,9,8381.385,1386.769,7166.772,60.375,60.375,586.367,288,583.717,1.386,0.998,7.408,1.02,12.277,0.243,0.952,0.998
687,3.144,9,8381.489,1386.77,7169.371,60.382,60.382,585.574,288,583.569,1.386,0.998,7.401,1.02,12.244,0.242,0.952,0.999
696,3.144,9,8381.574,1386.771,7171.969,60.382,60.382,584.783,288,583.422,1.386,0.998,7.394,1.02,12.21,0.242,0.952,1
705,3.144,9,8378.857,1386.755,7104.869,60.348,60.348,604.591,288,586.917,1.389,0.998,7.575,1.02,13.034,0.258,0.953,0.975
714,3.144,9,8378.933,1386.756,7107.448,60.347,60.347,603.76,288,586.767,1.389,0.998,7.568,1.02,13,0.257,0.953,0.976
723,3.144,9,8379.035,1386.757,7110.03,60.345,60.345,602.931,288,586.617,1.389,0.998,7.561,1.02,12.966,0.257,0.953,0.977
732,3.144,9,8379.164,1386.757,7112.614,60.352,60.352,602.104,288,586.467,1.389,0.998,7.553,1.02,12.932,0.256,0.953,0.978
741,3.144,9,8379.243,1386.758,7115.196,60.36,60.36,601.278,288,586.318,1.389,0.998,7.546,1.02,12.898,0.255,0.953,0.979
750,3.144,9,8379.357,1386.758,7117.781,60.354,60.354,600.454,288,586.168,1.389,0.998,7.539,1.02,12.864,0.255,0.953,0.98
759,3.144,9,8379.52,1386.759,7120.369,60.364,60.364,599.632,288,586.019,1.389,0.998,7.531,1.02,12.83,0.254,0.953,0.981
768,3.144,9,8379.594,1386.759,7122.953,60.359,60.359,598.811,288,585.87,1.388,0.998,7.524,1.02,12.796,0.253,0.953,0.982
777,3.144,9,8379.666,1386.76,7125.537,60.361,60.361,597.992,288,585.72,1.388,0.998,7.517,1.02,12.762,0.253,0.953,0.983
786,3.144,9,8379.783,1386.761,7128.124,60.367,60.367,597.175,288,585.571,1.388,0.998,7.509,1.02,12.728,0.252,0.953,0.984
795,3.144,9,8379.862,1386.761,7130.71,60.365,60.365,596.36,288,585.422,1.388,0.998,7.502,1.02,12.695,0.251,0.953,0.985
804,3.144,9,8380.009,1386.762,7133.301,60.37,60.37,595.546,288,585.274,1.388,0.998,7.495,1.02,12.661,0.251,0.953,0.986
813,3.144,9,8380.077,1386.762,7135.888,60.371,60.371,594.734,288,585.125,1.388,0.998,7.487,1.02,12.627,0.25,0.953,0.987
822,3.144,9,8380.166,1386.763,7138.476,60.364,60.364,593.924,288,584.976,1.388,0.998,7.48,1.02,12.593,0.249,0.953,0.988
831,3.144,9,8380.316,1386.764,7141.07,60.361,60.361,593.115,288,584.828,1.388,0.998,7.473,1.02,12.56,0.249,0.953,0.989
840,3.144,9,8380.38,1386.764,7143.658,60.369,60.369,592.308,288,584.679,1.387,0.998,7.466,1.02,12.526,0.248,0.953,0.99
849,3.144,9,8380.495,1386.765,7146.251,60.369,60.369,591.503,288,584.531,1.387,0.998,7.459,1.02,12.493,0.247,0.953,0.991
858,3.144,9,8380.577,1386.765,7148.842,60.364,60.364,590.699,288,584.383,1.387,0.998,7.451,1.02,12.459,0.247,0.953,0.992
867,3.144,9,8380.698,1386.766,7151.436,60.373,60.373,589.897,288,584.235,1.387,0.998,7.444,1.02,12.426,0.246,0.953,0.993
876,3.144,9,8380.778,1386.767,7154.028,60.376,60.376,589.097,288,584.087,1.387,0.998,7.437,1.02,12.393,0.245,0.953,0.994
885,3.144,9,8380.926,1386.767,7156.626,60.375,60.375,588.298,288,583.939,1.387,0.998,7.43,1.02,12.359,0.245,0.953,0.995
894,3.144,9,8380.985,1386.768,7159.218,60.374,60.374,587.501,288,583.792,1.387,0.998,7.423,1.02,12.326,0.244,0.953,0.996
903,3.144,9,8381.171,1386.768,7161.819,60.384,60.384,586.706,288,583.644,1.387,0.998,7.416,1.02,12.293,0.243,0.953,0.997
912,3.144,9,8381.242,1386.769,7164.413,60.377,60.377,585.912,288,583.497,1.387,0.998,7.409,1.02,12.26,0.243,0.953,0.998
921,3.144,9,8381.287,1386.77,7167.007,60.374,60.374,585.12,288,583.349,1.386,0.998,7.402,1.02,12.227,0.242,0.953,0.999
930,3.144,9,8381.428,1386.77,7169.607,60.388,60.388,584.33,288,583.202,1.386,0.998,7.395,1.02,12.194,0.241,0.953,1
939,3.144,9,8378.813,1386.755,7102.569,60.348,60.348,604.123,288,586.695,1.389,0.998,7.576,1.02,13.017,0.258,0.954,0.975
948,3.144,9,8378.918,1386.755,7105.148,60.35,60.35,603.293,288,586.545,1.389,0.998,7.569,1.02,12.983,0.257,0.954,0.976
957,3.144,9,8378.986,1386.756,7107.726,60.35,60.35,602.464,288,586.395,1.389,0.998,7.561,1.02,12.949,0.256,0.954,0.977
966,3.144,9,8379.071,1386.756,7110.305,60.353,60.353,601.637,288,586.245,1.389,0.998,7.554,1.02,12.915,0.256,0.954,0.978
975,3.144,9,8379.169,1386.757,7112.886,60.359,60.359,600.812,288,586.096,1.389,0.998,7.546,1.02,12.881,0.255,0.954,0.979
984,3.144,9,8379.326,1386.758,7115.471,60.36,60.36,599.989,288,585.947,1.389,0.998,7.539,1.02,12.847,0.254,0.954,0.98
993,3.144,9,8379.333,1386.758,7118.047,60.355,60.355,599.167,288,585.797,1.389,0.998,7.532,1.02,12.813,0.254,0.954,0.981
1002,3.144,9,8379.449,1386.759,7120.632,60.35,60.35,598.347,288,585.648,1.388,0.998,7.524,1.02,12.779,0.253,0.954,0.982
1011,3.144,9,8379.542,1386.759,7123.215,60.358,60.358,597.529,288,585.499,1.388,0.998,7.517,1.02,12.745,0.252,0.954,0.983
1020,3.144,9,8379.62,1386.76,7125.798,60.356,60.356,596.712,288,585.35,1.388,0.998,7.51,1.02,12.711,0.252,0.954,0.984
1029,3.144,9,8379.773,1386.76,7128.386,60.367,60.367,595.898,288,585.201,1.388,0.998,7.502,1.02,12.678,0.251,0.954,0.985
1038,3.144,9,8379.861,1386.761,7130.972,60.356,60.356,595.085,288,585.052,1.388,0.998,7.495,1.02,12.644,0.25,0.954,0.986
1047,3.144,9,8380.006,1386.762,7133.561,60.358,60.358,594.274,288,584.904,1.388,0.998,7.488,1.02,12.61,0.25,0.954,0.987
1056,3.144,9,8380.058,1386.762,7136.145,60.371,60.371,593.464,288,584.755,1.388,0.998,7.481,1.02,12.577,0.249,0.954,0.988
1065,3.144,9,8380.171,1386.763,7138.734,60.372,60.372,592.656,288,584.607,1.388,0.998,7.473,1.02,12.543,0.248,0.954,0.989
1074,3.144,9,8380.257,1386.763,7141.322,60.366,60.366,591.849,288,584.459,1.388,0.998,7.466,1.02,12.509,0.248,0.954,0.99
1083,3.144,9,8380.359,1386.764,7143.912,60.369,60.369,591.045,288,584.311,1.387,0.998,7.459,1.02,12.476,0.247,0.954,0.991
1092,3.144,9,8380.492,1386.765,7146.504,60.369,60.369,590.242,288,584.163,1.387,0.998,7.452,1.02,12.442,0.246,0.954,0.992
1101,3.144,9,8380.56,1386.765,7149.093,60.373,60.373,589.44,288,584.015,1.387,0.998,7.445,1.02,12.409,0.246,0.954,0.993
1110,3.144,9,8380.731,1386.766,7151.689,60.38,60.38,588.641,288,583.867,1.387,0.998,7.438,1.02,12.376,0.245,0.954,0.994
1119,3.144,9,8380.805,1386.766,7154.279,60.373,60.373,587.843,288,583.72,1.387,0.998,7.431,1.02,12.342,0.244,0.954,0.995
1128,3.144,9,8380.866,1386.767,7156.87,60.369,60.369,587.046,288,583.572,1.387,0.998,7.423,1.02,12.309,0.244,0.954,0.996
1137,3.144,9,8380.991,1386.768,7159.465,60.37,60.37,586.252,288,583.425,1.387,0.998,7.416,1.02,12.276,0.243,0.954,0.997
1146,3.144,9,8381.065,1386.768,7162.057,60.375,60.375,585.459,288,583.277,1.387,0.998,7.409,1.02,12.243,0.242,0.954,0.998
1155,3.144,9,8381.181,1386.769,7164.653,60.384,60.384,584.667,288,583.13,1.387,0.998,7.402,1.02,12.21,0.242,0.954,0.999
1164,3.144,9,8381.311,1386.769,7167.251,60.38,60.38,583.878,288,582.983,1.386,0.998,7.395,1.02,12.177,0.241,0.954,1
1173,3.144,9,8378.696,1386.754,7100.269,60.353,60.353,603.655,288,586.472,1.389,0.998,7.576,1.02,13,0.257,0.955,0.975
1182,3.144,9,8378.733,1386.755,7102.841,60.348,60.348,602.825,288,586.322,1.389,0.998,7.569,1.02,12.966,0.257,0.955,0.976
1191,3.144,9,8378.81,1386.755,7105.417,60.349,60.349,601.997,288,586.173,1.389,0.998,7.562,1.02,12.932,0.256,0.955,0.977
1200,3.144,9,8378.899,1386.756,7107.994,60.351,60.351,601.171,288,586.023,1.389,0.998,7.554,1.02,12.898,0.255,0.955,0.978
1209,3.144,9,8379.056,1386.756,7110.577,60.352,60.352,600.347,288,585.874,1.389,0.998,7.547,1.02,12.864,0.255,0.955,0.979
1218,3.144,9,8379.107,1386.757,7113.153,60.352,60.352,599.524,288,585.725,1.389,0.998,7.539,1.02,12.83,0.254,0.955,0.98
1227,3.144,9,8379.255,1386.757,7115.737,60.355,60.355,598.703,288,585.576,1.389,0.998,7.532,1.02,12.796,0.253,0.955,0.981
1236,3.144,9,8379.292,1386.758,7118.314,60.354,60.354,597.883,288,585.426,1.389,0.998,7.525,1.02,12.762,0.253,0.955,0.982
1245,3.144,9,8379.453,1386.759,7120.899,60.358,60.358,597.066,288,585.278,1.388,0.998,7.517,1.02,12.728,0.252,0.955,0.983
1254,3.144,9,8379.529,1386.759,7123.48,60.357,60.357,596.25,288,585.129,1.388,0.998,7.51,1.02,12.694,0.251,0.955,0.984
1263,3.144,9,8379.601,1386.76,7126.062,60.355,60.355,595.436,288,584.98,1.388,0.998,7.503,1.02,12.661,0.251,0.955,0.985
1272,3.144,9,8379.734,1386.761,7128.648,60.357,60.357,594.624,288,584.832,1.388,0.998,7.496,1.02,12.627,0.25,0.955,0.986
1281,3.144,9,8379.849,1386.761,7131.233,60.368,60.368,593.814,288,584.683,1.388,0.998,7.488,1.02,12.593,0.249,0.955,0.987
1290,3.144,9,8379.928,1386.762,7133.817,60.361,60.361,593.004,288,584.535,1.388,0.998,7.481,1.02,12.56,0.249,0.955,0.988
1299,3.144,9,8380.023,1386.762,7136.403,60.364,60.364,592.197,288,584.387,1.388,0.998,7.474,1.02,12.526,0.248,0.955,0.989
1308,3.144,9,8380.127,1386.763,7138.99,60.36,60.36,591.391,288,584.239,1.388,0.998,7.467,1.02,12.492,0.247,0.955,0.99
1317,3.144,9,8380.273,1386.763,7141.58,60.374,60.374,590.588,288,584.091,1.388,0.998,7.46,1.02,12.459,0.247,0.955,0.991
1326,3.144,9,8380.32,1386.764,7144.165,60.374,60.374,589.785,288,583.943,1.387,0.998,7.452,1.02,12.426,0.246,0.955,0.992
1335,3.144,9,8380.442,1386.765,7146.755,60.363,60.363,588.984,288,583.795,1.387,0.998,7.445,1.02,12.392,0.245,0.955,0.993
1344,3.144,9,8380.627,1386.765,7149.35,60.371,60.371,588.186,288,583.648,1.387,0.998,7.438,1.02,12.359,0.245,0.955,0.994
1353,3.144,9,8380.628,1386.766,7151.934,60.37,60.37,587.388,288,583.5,1.387,0.998,7.431,1.02,12.326,0.244,0.955,0.995
1362,3.144,9,8380.746,1386.766,7154.526,60.372,60.372,586.592,288,583.353,1.387,0.998,7.424,1.02,12.292,0.243,0.955,0.996
1371,3.144,9,8380.878,1386.767,7157.12,60.382,60.382,585.799,288,583.206,1.387,0.998,7.417,1.02,12.259,0.243,0.955,0.997
1380,3.144,9,8380.957,1386.768,7159.71,60.377,60.377,585.006,288,583.058,1.387,0.998,7.41,1.02,12.226,0.242,0.955,0.998
1389,3.144,9,8381.039,1386.768,7162.302,60.38,60.38,584.215,288,582.911,1.387,0.998,7.403,1.02,12.193,0.241,0.955,0.999
1398,3.144,9,8381.181,1386.769,7164.898,60.378,60.378,583.426,288,582.764,1.387,0.998,7.396,1.02,12.16,0.241,0.955,1
1407,3.144,9,8378.489,1386.754,7097.966,60.349,60.349,603.187,288,586.25,1.39,0.998,7.577,1.02,12.983,0.257,0.956,0.975
1416,3.144,9,8378.594,1386.754,7100.541,60.346,60.346,602.358,288,586.101,1.389,0.998,7.569,1.02,12.949,0.256,0.956,0.976
1425,3.144,9,8378.746,1386.754,7103.12,60.354,60.354,601.531,288,585.951,1.389,0.998,7.562,1.02,12.915,0.256,0.956,0.977
1434,3.144,9,8378.782,1386.755,7105.691,60.348,60.348,600.705,288,585.802,1.389,0.998,7.555,1.02,12.881,0.255,0.956,0.978
1443,3.144,9,8378.918,1386.756,7108.271,60.351,60.351,599.882,288,585.653,1.389,0.998,7.547,1.02,12.847,0.254,0.956,0.979
1452,3.144,9,8379.083,1386.756,7110.853,60.356,60.356,599.061,288,585.504,1.389,0.998,7.54,1.02,12.813,0.254,0.956,0.98
1461,3.144,9,8379.099,1386.757,7113.425,60.359,60.359,598.24,288,585.354,1.389,0.998,7.533,1.02,12.779,0.253,0.956,0.981
1470,3.144,9,8379.196,1386.757,7116.004,60.353,60.353,597.421,288,585.206,1.389,0.998,7.525,1.02,12.745,0.252,0.956,0.982
1479,3.144,9,8379.294,1386.758,7118.584,60.353,60.353,596.604,288,585.057,1.389,0.998,7.518,1.02,12.711,0.252,0.956,0.983
1488,3.144,9,8379.458,1386.758,7121.168,60.359,60.359,595.79,288,584.908,1.388,0.998,7.511,1.02,12.677,0.251,0.956,0.984
1497,3.144,9,8379.522,1386.759,7123.747,60.364,60.364,594.976,288,584.76,1.388,0.998,7.503,1.02,12.644,0.25,0.956,0.985
1506,3.144,9,8379.602,1386.76,7126.328,60.359,60.359,594.164,288,584.611,1.388,0.998,7.496,1.02,12.61,0.25,0.956,0.986
1515,3.144,9,8379.728,1386.76,7128.912,60.363,60.363,593.354,288,584.463,1.388,0.998,7.489,1.02,12.576,0.249,0.956,0.987
1524,3.144,9,8379.811,1386.761,7131.494,60.359,60.359,592.546,288,584.315,1.388,0.998,7.482,1.02,12.543,0.248,0.956,0.988
1533,3.144,9,8379.905,1386.762,7134.077,60.369,60.369,591.739,288,584.167,1.388,0.998,7.474,1.02,12.509,0.248,0.956,0.989
1542,3.144,9,8379.996,1386.762,7136.662,60.37,60.37,590.934,288,584.019,1.388,0.998,7.467,1.02,12.476,0.247,0.956,0.99
1551,3.144,9,8380.118,1386.763,7139.248,60.365,60.365,590.131,288,583.871,1.388,0.998,7.46,1.02,12.442,0.246,0.956,0.991
1560,3.144,9,8380.189,1386.763,7141.833,60.368,60.368,589.329,288,583.723,1.388,0.998,7.453,1.02,12.409,0.246,0.956,0.992
1569,3.144,9,8380.331,1386.764,7144.422,60.37,60.37,588.529,288,583.576,1.387,0.998,7.446,1.02,12.375,0.245,0.956,0.993
1578,3.144,9,8380.397,1386.764,7147.007,60.371,60.371,587.731,288,583.428,1.387,0.998,7.439,1.02,12.342,0.244,0.956,0.994
1587,3.144,9,8380.538,1386.765,7149.598,60.377,60.377,586.934,288,583.281,1.387,0.998,7.431,1.02,12.309,0.244,0.956,0.995
1596,3.144,9,8380.607,1386.766,7152.185,60.374,60.374,586.139,288,583.134,1.387,0.998,7.424,1.02,12.275,0.243,0.956,0.996
1605,3.144,9,8380.748,1386.766,7154.777,60.373,60.373,585.346,288,582.987,1.387,0.998,7.417,1.02,12.242,0.242,0.956,0.997
1614,3.144,9,8380.846,1386.767,7157.367,60.373,60.373,584.554,288,582.84,1.387,0.998,7.41,1.02,12.209,0.242,0.956,0.998
