Index,Lever position (lp)_12,Ship speed (v) [knots]_12,Gas Turbine (GT) shaft torque (GTT) [kN m]_12,GT rate of revolutions (GTn) [rpm]_12,Gas Generator rate of revolutions (GGn) [rpm]_12,Starboard Propeller Torque (Ts) [kN]_12,Port Propeller Torque (Tp) [kN]_12,Hight Pressure (HP) Turbine exit temperature (T48) [C]_12,GT Compressor inlet air temperature (T1) [C]_12,GT Compressor outlet air temperature (T2) [C]_12,HP Turbine exit pressure (P48) [bar]_12,GT Compressor inlet air pressure (P1) [bar]_12,GT Compressor outlet air pressure (P2) [bar]_12,GT exhaust gas pressure (Pexh) [bar]_12,Turbine Injecton Control (TIC) [%]_12,Fuel flow (mf) [kg/s]_12,GT Compressor decay state coefficient_12,GT Turbine decay state coefficient_12
139,4.161,12,14725.672,1547.475,7822.975,113.813,113.813,648.143,288,611.424,1.654,0.998,8.872,1.022,17.472,0.346,0.95,0.99
148,4.161,12,14725.901,1547.475,7825.024,113.811,113.811,647.273,288,611.265,1.654,0.998,8.863,1.022,17.43,0.345,0.95,0.991
157,4.161,12,14725.856,1547.476,7827.052,113.815,113.815,646.403,288,611.106,1.654,0.998,8.854,1.022,17.388,0.344,0.95,0.992
166,4.161,12,14725.965,1547.477,7829.095,113.81,113.81,645.537,288,610.947,1.654,0.998,8.845,1.022,17.346,0.343,0.95,0.993
175,4.161,12,14726.047,1547.477,7831.137,113.812,113.812,644.672,288,610.788,1.654,0.998,8.836,1.022,17.305,0.343,0.95,0.994
184,4.161,12,14726.15,1547.478,7833.182,113.817,113.817,643.809,288,610.63,1.653,0.998,8.827,1.022,17.263,0.342,0.95,0.995
193,4.161,12,14726.291,1547.478,7835.232,113.821,113.821,642.949,288,610.472,1.653,0.998,8.819,1.022,17.222,0.341,0.95,0.996
202,4.161,12,14726.301,1547.479,7837.273,113.807,113.807,642.091,288,610.314,1.653,0.998,8.81,1.022,17.181,0.34,0.95,0.997
211,4.161,12,14726.397,1547.48,7839.322,113.817,113.817,641.234,288,610.157,1.653,0.998,8.801,1.022,17.139,0.339,0.95,0.998
220,4.161,12,14726.556,1547.48,7841.379,113.824,113.824,640.381,288,610,1.653,0.998,8.792,1.022,17.098,0.338,0.95,0.999
229,4.161,12,14726.603,1547.481,7843.427,113.824,113.824,639.528,288,609.843,1.652,0.998,8.784,1.022,17.057,0.338,0.95,1
238,4.161,12,14724.427,1547.464,7790.315,113.781,113.781,660.998,288,613.628,1.658,0.998,9.008,1.022,18.09,0.358,0.951,0.975
247,4.161,12,14724.443,1547.465,7792.318,113.786,113.786,660.094,288,613.464,1.658,0.998,8.999,1.022,18.047,0.357,0.951,0.976
256,4.161,12,14724.495,1547.466,7794.325,113.8,113.8,659.192,288,613.3,1.657,0.998,8.99,1.022,18.004,0.356,0.951,0.977
265,4.161,12,14724.507,1547.466,7796.331,113.79,113.79,658.293,288,613.137,1.657,0.998,8.981,1.022,17.961,0.356,0.951,0.978
274,4.161,12,14724.667,1547.467,7798.351,113.8,113.8,657.396,288,612.974,1.657,0.998,8.972,1.022,17.918,0.355,0.951,0.979
283,4.161,12,14724.717,1547.468,7800.364,113.797,113.797,656.501,288,612.811,1.657,0.998,8.963,1.022,17.876,0.354,0.951,0.98
292,4.161,12,14724.791,1547.468,7802.381,113.781,113.781,655.609,288,612.649,1.656,0.998,8.953,1.022,17.833,0.353,0.951,0.981
301,4.161,12,14724.842,1547.469,7804.397,113.786,113.786,654.718,288,612.487,1.656,0.998,8.944,1.022,17.791,0.352,0.951,0.982
310,4.161,12,14724.926,1547.469,7806.418,113.79,113.79,653.83,288,612.325,1.656,0.998,8.935,1.022,17.748,0.351,0.951,0.983
319,4.161,12,14725.042,1547.47,7808.443,113.79,113.79,652.945,288,612.164,1.656,0.998,8.926,1.022,17.706,0.35,0.951,0.984
328,4.161,12,14725.118,1547.471,7810.467,113.791,113.791,652.061,288,612.002,1.656,0.998,8.917,1.022,17.663,0.35,0.951,0.985
337,4.161,12,14725.179,1547.472,7812.492,113.796,113.796,651.179,288,611.841,1.655,0.998,8.908,1.022,17.621,0.349,0.951,0.986
346,4.161,12,14725.284,1547.472,7814.521,113.807,113.807,650.3,288,611.681,1.655,0.998,8.899,1.022,17.579,0.348,0.951,0.987
355,4.161,12,14725.411,1547.473,7816.555,113.804,113.804,649.423,288,611.521,1.655,0.998,8.89,1.022,17.537,0.347,0.951,0.988
364,4.161,12,14725.508,1547.473,7818.587,113.809,113.809,648.549,288,611.361,1.655,0.998,8.881,1.022,17.495,0.346,0.951,0.989
373,4.161,12,14725.498,1547.474,7820.612,113.809,113.809,647.675,288,611.201,1.655,0.998,8.873,1.022,17.453,0.345,0.951,0.99
382,4.161,12,14725.566,1547.475,7822.646,113.813,113.813,646.804,288,611.042,1.654,0.998,8.864,1.022,17.411,0.345,0.951,0.991
391,4.161,12,14725.718,1547.475,7824.688,113.8,113.8,645.936,288,610.883,1.654,0.998,8.855,1.022,17.37,0.344,0.951,0.992
400,4.161,12,14725.82,1547.476,7826.728,113.815,113.815,645.07,288,610.724,1.654,0.998,8.846,1.022,17.328,0.343,0.951,0.993
409,4.161,12,14725.899,1547.476,7828.767,113.814,113.814,644.206,288,610.565,1.654,0.998,8.837,1.022,17.286,0.342,0.951,0.994
418,4.161,12,14725.966,1547.477,7830.807,113.81,113.81,643.344,288,610.407,1.654,0.998,8.828,1.022,17.245,0.341,0.951,0.995
427,4.161,12,14726.051,1547.478,7832.851,113.815,113.815,642.484,288,610.249,1.653,0.998,8.819,1.022,17.203,0.341,0.951,0.996
436,4.161,12,14726.161,1547.478,7834.898,113.797,113.797,641.626,288,610.092,1.653,0.998,8.811,1.022,17.162,0.34,0.951,0.997
445,4.161,12,14726.217,1547.479,7836.942,113.815,113.815,640.77,288,609.934,1.653,0.998,8.802,1.022,17.121,0.339,0.951,0.998
454,4.161,12,14726.348,1547.48,7838.994,113.796,113.796,639.917,288,609.777,1.653,0.998,8.793,1.022,17.08,0.338,0.951,0.999
463,4.161,12,14726.402,1547.48,7841.042,113.822,113.822,639.065,288,609.62,1.653,0.998,8.784,1.022,17.038,0.337,0.951,1
472,4.161,12,14724.15,1547.464,7787.98,113.794,113.794,660.523,288,613.404,1.658,0.998,9.009,1.022,18.072,0.358,0.952,0.975
481,4.161,12,14724.219,1547.464,7789.985,113.795,113.795,659.62,288,613.24,1.658,0.998,9,1.022,18.029,0.357,0.952,0.976
490,4.161,12,14724.258,1547.465,7791.989,113.795,113.795,658.719,288,613.077,1.658,0.998,8.991,1.022,17.985,0.356,0.952,0.977
499,4.161,12,14724.382,1547.466,7794.002,113.786,113.786,657.82,288,612.914,1.657,0.998,8.982,1.022,17.943,0.355,0.952,0.978
508,4.161,12,14724.526,1547.466,7796.018,113.798,113.798,656.924,288,612.751,1.657,0.998,8.973,1.022,17.9,0.354,0.952,0.979
517,4.161,12,14724.522,1547.467,7798.025,113.79,113.79,656.029,288,612.588,1.657,0.998,8.964,1.022,17.857,0.353,0.952,0.98
526,4.161,12,14724.636,1547.468,7800.043,113.788,113.788,655.138,288,612.426,1.657,0.998,8.954,1.022,17.815,0.353,0.952,0.981
535,4.161,12,14724.729,1547.468,7802.06,113.79,113.79,654.248,288,612.264,1.656,0.998,8.945,1.022,17.772,0.352,0.952,0.982
544,4.161,12,14724.815,1547.469,7804.079,113.802,113.802,653.36,288,612.102,1.656,0.998,8.936,1.022,17.73,0.351,0.952,0.983
553,4.161,12,14724.896,1547.47,7806.1,113.794,113.794,652.475,288,611.941,1.656,0.998,8.927,1.022,17.687,0.35,0.952,0.984
562,4.161,12,14724.927,1547.47,7808.118,113.806,113.806,651.591,288,611.779,1.656,0.998,8.918,1.022,17.645,0.349,0.952,0.985
571,4.161,12,14725.021,1547.471,7810.143,113.801,113.801,650.71,288,611.619,1.656,0.998,8.909,1.022,17.603,0.348,0.952,0.986
580,4.161,12,14725.2,1547.471,7812.177,113.805,113.805,649.832,288,611.458,1.655,0.998,8.9,1.022,17.561,0.348,0.952,0.987
589,4.161,12,14725.155,1547.472,7814.193,113.809,113.809,648.955,288,611.298,1.655,0.998,8.891,1.022,17.518,0.347,0.952,0.988
598,4.161,12,14725.298,1547.473,7816.227,113.788,113.788,648.081,288,611.138,1.655,0.998,8.882,1.022,17.477,0.346,0.952,0.989
607,4.161,12,14725.332,1547.474,7818.254,113.804,113.804,647.208,288,610.978,1.655,0.998,8.874,1.022,17.435,0.345,0.952,0.99
616,4.161,12,14725.438,1547.474,7820.289,113.81,113.81,646.338,288,610.819,1.655,0.998,8.865,1.022,17.393,0.344,0.952,0.991
625,4.161,12,14725.595,1547.475,7822.33,113.809,113.809,645.47,288,610.66,1.654,0.998,8.856,1.022,17.351,0.343,0.952,0.992
634,4.161,12,14725.66,1547.475,7824.364,113.811,113.811,644.604,288,610.501,1.654,0.998,8.847,1.022,17.309,0.343,0.952,0.993
643,4.161,12,14725.664,1547.476,7826.395,113.804,113.804,643.74,288,610.342,1.654,0.998,8.838,1.022,17.268,0.342,0.952,0.994
652,4.161,12,14725.804,1547.477,7828.44,113.814,113.814,642.879,288,610.184,1.654,0.998,8.829,1.022,17.226,0.341,0.952,0.995
661,4.161,12,14725.858,1547.477,7830.478,113.801,113.801,642.019,288,610.026,1.654,0.998,8.82,1.022,17.185,0.34,0.952,0.996
670,4.161,12,14725.988,1547.478,7832.525,113.818,113.818,641.162,288,609.869,1.653,0.998,8.812,1.022,17.144,0.339,0.952,0.997
679,4.161,12,14726.036,1547.479,7834.567,113.805,113.805,640.306,288,609.712,1.653,0.998,8.803,1.022,17.102,0.339,0.952,0.998
688,4.161,12,14726.138,1547.479,7836.614,113.809,113.809,639.453,288,609.555,1.653,0.998,8.794,1.022,17.061,0.338,0.952,0.999
697,4.161,12,14726.194,1547.48,7838.66,113.821,113.821,638.602,288,609.398,1.653,0.998,8.785,1.022,17.02,0.337,0.952,1
706,4.161,12,14724.002,1547.463,7785.66,113.773,113.773,660.05,288,613.181,1.658,0.998,9.01,1.022,18.053,0.357,0.953,0.975
715,4.161,12,14724.039,1547.464,7787.66,113.789,113.789,659.147,288,613.017,1.658,0.998,9.001,1.022,18.01,0.357,0.953,0.976
724,4.161,12,14724.149,1547.464,7789.667,113.797,113.797,658.247,288,612.854,1.658,0.998,8.992,1.022,17.967,0.356,0.953,0.977
733,4.161,12,14724.164,1547.465,7791.67,113.797,113.797,657.348,288,612.691,1.658,0.998,8.983,1.022,17.924,0.355,0.953,0.978
742,4.161,12,14724.321,1547.466,7793.685,113.799,113.799,656.452,288,612.528,1.657,0.998,8.974,1.022,17.881,0.354,0.953,0.979
751,4.161,12,14724.325,1547.467,7795.69,113.792,113.792,655.558,288,612.365,1.657,0.998,8.964,1.022,17.839,0.353,0.953,0.98
760,4.161,12,14724.465,1547.467,7797.708,113.788,113.788,654.667,288,612.203,1.657,0.998,8.955,1.022,17.796,0.352,0.953,0.981
769,4.161,12,14724.497,1547.468,7799.718,113.788,113.788,653.777,288,612.041,1.657,0.998,8.946,1.022,17.754,0.351,0.953,0.982
778,4.161,12,14724.615,1547.468,7801.738,113.802,113.802,652.891,288,611.879,1.656,0.998,8.937,1.022,17.711,0.351,0.953,0.983
787,4.161,12,14724.748,1547.469,7803.761,113.778,113.778,652.006,288,611.718,1.656,0.998,8.928,1.022,17.669,0.35,0.953,0.984
796,4.161,12,14724.784,1547.469,7805.776,113.801,113.801,651.123,288,611.557,1.656,0.998,8.919,1.022,17.626,0.349,0.953,0.985
805,4.161,12,14724.779,1547.47,7807.791,113.804,113.804,650.242,288,611.396,1.656,0.998,8.91,1.022,17.584,0.348,0.953,0.986
814,4.161,12,14724.999,1547.471,7809.826,113.78,113.78,649.364,288,611.236,1.656,0.998,8.901,1.022,17.542,0.347,0.953,0.987
823,4.161,12,14725.046,1547.472,7811.849,113.794,113.794,648.488,288,611.075,1.655,0.998,8.892,1.022,17.5,0.346,0.953,0.988
832,4.161,12,14725.056,1547.472,7813.87,113.808,113.808,647.613,288,610.915,1.655,0.998,8.883,1.022,17.458,0.346,0.953,0.989
841,4.161,12,14725.139,1547.473,7815.899,113.809,113.809,646.741,288,610.756,1.655,0.998,8.874,1.022,17.416,0.345,0.953,0.99
850,4.161,12,14725.273,1547.473,7817.934,113.808,113.808,645.872,288,610.596,1.655,0.998,8.866,1.022,17.374,0.344,0.953,0.991
859,4.161,12,14725.298,1547.474,7819.961,113.811,113.811,645.004,288,610.437,1.655,0.998,8.857,1.022,17.333,0.343,0.953,0.992
868,4.161,12,14725.47,1547.475,7822.002,113.811,113.811,644.139,288,610.279,1.654,0.998,8.848,1.022,17.291,0.342,0.953,0.993
877,4.161,12,14725.496,1547.475,7824.034,113.812,113.812,643.275,288,610.12,1.654,0.998,8.839,1.022,17.249,0.341,0.953,0.994
886,4.161,12,14725.644,1547.476,7826.076,113.815,113.815,642.415,288,609.962,1.654,0.998,8.83,1.022,17.208,0.341,0.953,0.995
895,4.161,12,14725.665,1547.477,7828.11,113.809,113.809,641.555,288,609.804,1.654,0.998,8.821,1.022,17.166,0.34,0.953,0.996
904,4.161,12,14725.82,1547.477,7830.157,113.809,113.809,640.699,288,609.647,1.654,0.998,8.813,1.022,17.125,0.339,0.953,0.997
913,4.161,12,14725.961,1547.478,7832.204,113.808,113.808,639.844,288,609.49,1.653,0.998,8.804,1.022,17.084,0.338,0.953,0.998
922,4.161,12,14726.011,1547.478,7834.245,113.816,113.816,638.991,288,609.333,1.653,0.998,8.795,1.022,17.042,0.337,0.953,0.999
931,4.161,12,14726.018,1547.479,7836.285,113.801,113.801,638.14,288,609.176,1.653,0.998,8.786,1.022,17.001,0.337,0.953,1
940,4.161,12,14723.759,1547.463,7783.336,113.792,113.792,659.577,288,612.958,1.658,0.998,9.011,1.022,18.034,0.357,0.954,0.975
949,4.161,12,14723.891,1547.463,7785.342,113.773,113.773,658.675,288,612.795,1.658,0.998,9.002,1.022,17.991,0.356,0.954,0.976
958,4.161,12,14723.956,1547.464,7787.344,113.786,113.786,657.775,288,612.631,1.658,0.998,8.993,1.022,17.948,0.355,0.954,0.977
967,4.161,12,14723.996,1547.465,7789.346,113.795,113.795,656.877,288,612.468,1.658,0.998,8.984,1.022,17.906,0.354,0.954,0.978
976,4.161,12,14724.074,1547.465,7791.353,113.796,113.796,655.981,288,612.305,1.658,0.998,8.975,1.022,17.863,0.354,0.954,0.979
985,4.161,12,14724.205,1547.466,7793.366,113.797,113.797,655.088,288,612.143,1.657,0.998,8.965,1.022,17.82,0.353,0.954,0.98
994,4.161,12,14724.352,1547.466,7795.382,113.783,113.783,654.198,288,611.98,1.657,0.998,8.956,1.022,17.777,0.352,0.954,0.981
1003,4.161,12,14724.336,1547.467,7797.387,113.785,113.785,653.308,288,611.818,1.657,0.998,8.947,1.022,17.735,0.351,0.954,0.982
1012,4.161,12,14724.471,1547.468,7799.406,113.797,113.797,652.422,288,611.657,1.657,0.998,8.938,1.022,17.693,0.35,0.954,0.983
1021,4.161,12,14724.543,1547.468,7801.421,113.801,113.801,651.537,288,611.495,1.656,0.998,8.929,1.022,17.65,0.349,0.954,0.984
1030,4.161,12,14724.541,1547.469,7803.431,113.782,113.782,650.655,288,611.334,1.656,0.998,8.92,1.022,17.608,0.349,0.954,0.985
1039,4.161,12,14724.714,1547.47,7805.459,113.8,113.8,649.775,288,611.174,1.656,0.998,8.911,1.022,17.566,0.348,0.954,0.986
1048,4.161,12,14724.823,1547.47,7807.483,113.801,113.801,648.897,288,611.013,1.656,0.998,8.902,1.022,17.524,0.347,0.954,0.987
1057,4.161,12,14724.942,1547.471,7809.509,113.784,113.784,648.022,288,610.853,1.656,0.998,8.893,1.022,17.481,0.346,0.954,0.988
1066,4.161,12,14724.947,1547.471,7811.528,113.806,113.806,647.148,288,610.693,1.655,0.998,8.884,1.022,17.44,0.345,0.954,0.989
1075,4.161,12,14724.998,1547.472,7813.552,113.782,113.782,646.276,288,610.533,1.655,0.998,8.875,1.022,17.398,0.344,0.954,0.99
1084,4.161,12,14725.176,1547.473,7815.589,113.809,113.809,645.407,288,610.374,1.655,0.998,8.867,1.022,17.356,0.344,0.954,0.991
1093,4.161,12,14725.196,1547.474,7817.614,113.793,113.793,644.54,288,610.215,1.655,0.998,8.858,1.022,17.314,0.343,0.954,0.992
1102,4.161,12,14725.284,1547.474,7819.646,113.796,113.796,643.675,288,610.057,1.655,0.998,8.849,1.022,17.272,0.342,0.954,0.993
1111,4.161,12,14725.271,1547.475,7821.672,113.807,113.807,642.811,288,609.898,1.654,0.998,8.84,1.022,17.231,0.341,0.954,0.994
1120,4.161,12,14725.509,1547.475,7823.72,113.812,113.812,641.951,288,609.74,1.654,0.998,8.831,1.022,17.189,0.34,0.954,0.995
1129,4.161,12,14725.507,1547.476,7825.75,113.8,113.8,641.092,288,609.582,1.654,0.998,8.822,1.022,17.148,0.339,0.954,0.996
1138,4.161,12,14725.62,1547.477,7827.791,113.798,113.798,640.236,288,609.425,1.654,0.998,8.814,1.022,17.106,0.339,0.954,0.997
1147,4.161,12,14725.678,1547.477,7829.829,113.81,113.81,639.381,288,609.267,1.654,0.998,8.805,1.022,17.065,0.338,0.954,0.998
1156,4.161,12,14725.824,1547.478,7831.876,113.816,113.816,638.529,288,609.111,1.653,0.998,8.796,1.022,17.024,0.337,0.954,0.999
1165,4.161,12,14725.902,1547.478,7833.919,113.818,113.818,637.679,288,608.954,1.653,0.998,8.787,1.022,16.983,0.336,0.954,1
1174,4.161,12,14723.532,1547.462,7781.017,113.791,113.791,659.105,288,612.736,1.659,0.998,9.012,1.022,18.016,0.357,0.955,0.975
1183,4.161,12,14723.644,1547.463,7783.02,113.788,113.788,658.203,288,612.572,1.658,0.998,9.003,1.022,17.973,0.356,0.955,0.976
1192,4.161,12,14723.826,1547.463,7785.03,113.785,113.785,657.304,288,612.409,1.658,0.998,8.994,1.022,17.93,0.355,0.955,0.977
1201,4.161,12,14723.819,1547.464,7787.026,113.79,113.79,656.406,288,612.246,1.658,0.998,8.985,1.022,17.887,0.354,0.955,0.978
1210,4.161,12,14723.934,1547.465,7789.034,113.795,113.795,655.512,288,612.083,1.658,0.998,8.975,1.022,17.844,0.353,0.955,0.979
1219,4.161,12,14724.031,1547.465,7791.042,113.771,113.771,654.619,288,611.92,1.658,0.998,8.966,1.022,17.802,0.352,0.955,0.98
1228,4.161,12,14724.099,1547.466,7793.049,113.796,113.796,653.728,288,611.758,1.657,0.998,8.957,1.022,17.759,0.352,0.955,0.981
1237,4.161,12,14724.17,1547.467,7795.059,113.796,113.796,652.84,288,611.596,1.657,0.998,8.948,1.022,17.716,0.351,0.955,0.982
1246,4.161,12,14724.365,1547.467,7797.08,113.793,113.793,651.954,288,611.435,1.657,0.998,8.939,1.022,17.674,0.35,0.955,0.983
1255,4.161,12,14724.396,1547.468,7799.091,113.798,113.798,651.07,288,611.273,1.657,0.998,8.93,1.022,17.632,0.349,0.955,0.984
1264,4.161,12,14724.472,1547.468,7801.106,113.789,113.789,650.188,288,611.112,1.656,0.998,8.921,1.022,17.589,0.348,0.955,0.985
1273,4.161,12,14724.563,1547.469,7803.124,113.803,113.803,649.308,288,610.952,1.656,0.998,8.912,1.022,17.547,0.347,0.955,0.986
1282,4.161,12,14724.594,1547.47,7805.14,113.802,113.802,648.431,288,610.791,1.656,0.998,8.903,1.022,17.505,0.347,0.955,0.987
1291,4.161,12,14724.647,1547.47,7807.158,113.803,113.803,647.555,288,610.631,1.656,0.998,8.894,1.022,17.463,0.346,0.955,0.988
1300,4.161,12,14724.782,1547.471,7809.186,113.802,113.802,646.682,288,610.471,1.656,0.998,8.885,1.022,17.421,0.345,0.955,0.989
1309,4.161,12,14724.795,1547.472,7811.205,113.796,113.796,645.811,288,610.312,1.655,0.998,8.876,1.022,17.379,0.344,0.955,0.99
1318,4.161,12,14724.893,1547.472,7813.233,113.806,113.806,644.942,288,610.152,1.655,0.998,8.867,1.022,17.337,0.343,0.955,0.991
1327,4.161,12,14725.061,1547.473,7815.268,113.809,113.809,644.076,288,609.994,1.655,0.998,8.859,1.022,17.296,0.342,0.955,0.992
1336,4.161,12,14725.086,1547.474,7817.293,113.807,113.807,643.211,288,609.835,1.655,0.998,8.85,1.022,17.254,0.342,0.955,0.993
1345,4.161,12,14725.19,1547.474,7819.326,113.809,113.809,642.349,288,609.677,1.655,0.998,8.841,1.022,17.212,0.341,0.955,0.994
1354,4.161,12,14725.282,1547.475,7821.36,113.811,113.811,641.488,288,609.518,1.654,0.998,8.832,1.022,17.171,0.34,0.955,0.995
1363,4.161,12,14725.349,1547.475,7823.393,113.807,113.807,640.63,288,609.361,1.654,0.998,8.823,1.022,17.129,0.339,0.955,0.996
1372,4.161,12,14725.513,1547.476,7825.437,113.809,113.809,639.775,288,609.203,1.654,0.998,8.814,1.022,17.088,0.338,0.955,0.997
1381,4.161,12,14725.504,1547.477,7827.468,113.81,113.81,638.92,288,609.046,1.654,0.998,8.806,1.022,17.047,0.337,0.955,0.998
1390,4.161,12,14724.943,1547.479,7829.455,113.79,113.79,638.064,288,608.887,1.654,0.998,8.797,1.022,17.005,0.337,0.955,0.999
1399,4.161,12,14725.677,1547.478,7831.55,113.816,113.816,637.218,288,608.732,1.653,0.998,8.788,1.022,16.964,0.336,0.955,1
1408,4.161,12,14723.4,1547.461,7778.712,113.771,113.771,658.634,288,612.514,1.659,0.998,9.013,1.022,17.997,0.356,0.956,0.975
1417,4.161,12,14723.455,1547.462,7780.707,113.779,113.779,657.733,288,612.35,1.659,0.998,9.004,1.022,17.954,0.355,0.956,0.976
1426,4.161,12,14723.58,1547.463,7782.71,113.766,113.766,656.834,288,612.187,1.658,0.998,8.995,1.022,17.911,0.355,0.956,0.977
1435,4.161,12,14723.719,1547.463,7784.716,113.784,113.784,655.937,288,612.024,1.658,0.998,8.986,1.022,17.869,0.354,0.956,0.978
1444,4.161,12,14723.7,1547.464,7786.711,113.792,113.792,655.042,288,611.861,1.658,0.998,8.976,1.022,17.826,0.353,0.956,0.979
1453,4.161,12,14723.826,1547.465,7788.72,113.788,113.788,654.15,288,611.698,1.658,0.998,8.967,1.022,17.783,0.352,0.956,0.98
1462,4.161,12,14723.915,1547.465,7790.726,113.793,113.793,653.26,288,611.536,1.658,0.998,8.958,1.022,17.74,0.351,0.956,0.981
1471,4.161,12,14723.995,1547.466,7792.735,113.783,113.783,652.372,288,611.374,1.657,0.998,8.949,1.022,17.698,0.35,0.956,0.982
1480,4.161,12,14724.108,1547.467,7794.748,113.778,113.778,651.486,288,611.213,1.657,0.998,8.94,1.022,17.655,0.35,0.956,0.983
1489,4.161,12,14724.277,1547.467,7796.767,113.78,113.78,650.603,288,611.052,1.657,0.998,8.931,1.022,17.613,0.349,0.956,0.984
1498,4.161,12,14724.233,1547.468,7798.77,113.775,113.775,649.721,288,610.891,1.657,0.998,8.922,1.022,17.571,0.348,0.956,0.985
1507,4.161,12,14724.311,1547.469,7800.786,113.797,113.797,648.842,288,610.73,1.656,0.998,8.913,1.022,17.529,0.347,0.956,0.986
1516,4.161,12,14724.421,1547.469,7802.806,113.798,113.798,647.965,288,610.57,1.656,0.998,8.904,1.022,17.486,0.346,0.956,0.987
1525,4.161,12,14724.56,1547.47,7804.83,113.789,113.789,647.091,288,610.41,1.656,0.998,8.895,1.022,17.444,0.345,0.956,0.988
1534,4.161,12,14724.595,1547.47,7806.847,113.796,113.796,646.218,288,610.25,1.656,0.998,8.886,1.022,17.402,0.344,0.956,0.989
1543,4.161,12,14724.716,1547.471,7808.872,113.802,113.802,645.347,288,610.09,1.656,0.998,8.877,1.022,17.361,0.344,0.956,0.99
1552,4.161,12,14724.802,1547.472,7810.897,113.801,113.801,644.479,288,609.931,1.655,0.998,8.868,1.022,17.319,0.343,0.956,0.991
1561,4.161,12,14724.794,1547.472,7812.915,113.803,113.803,643.612,288,609.772,1.655,0.998,8.859,1.022,17.277,0.342,0.956,0.992
1570,4.161,12,14724.92,1547.473,7814.947,113.8,113.8,642.748,288,609.613,1.655,0.998,8.851,1.022,17.235,0.341,0.956,0.993
1579,4.161,12,14725.015,1547.474,7816.977,113.797,113.797,641.886,288,609.455,1.655,0.998,8.842,1.022,17.194,0.34,0.956,0.994
1588,4.161,12,14725.238,1547.474,7819.02,113.811,113.811,641.027,288,609.297,1.655,0.998,8.833,1.022,17.152,0.34,0.956,0.995
1597,4.161,12,14725.221,1547.475,7821.045,113.803,113.803,640.169,288,609.139,1.654,0.998,8.824,1.022,17.111,0.339,0.956,0.996
1606,4.161,12,14725.19,1547.476,7823.069,113.808,113.808,639.313,288,608.982,1.654,0.998,8.815,1.022,17.069,0.338,0.956,0.997
1615,4.161,12,14725.385,1547.476,7825.115,113.8,113.8,638.46,288,608.825,1.654,0.998,8.807,1.022,17.028,0.337,0.956,0.998
