Index,Lever position (lp)_18,Ship speed (v) [knots]_18,Gas Turbine (GT) shaft torque (GTT) [kN m]_18,GT rate of revolutions (GTn) [rpm]_18,Gas Generator rate of revolutions (GGn) [rpm]_18,Starboard Propeller Torque (Ts) [kN]_18,Port Propeller Torque (Tp) [kN]_18,Hight Pressure (HP) Turbine exit temperature (T48) [C]_18,GT Compressor inlet air temperature (T1) [C]_18,GT Compressor outlet air temperature (T2) [C]_18,HP Turbine exit pressure (P48) [bar]_18,GT Compressor inlet air pressure (P1) [bar]_18,GT Compressor outlet air pressure (P2) [bar]_18,GT exhaust gas pressure (Pexh) [bar]_18,Turbine Injecton Control (TIC) [%]_18,Fuel flow (mf) [kg/s]_18,GT Compressor decay state coefficient_18,GT Turbine decay state coefficient_18
249,6.175,18,29792.785,2307.404,8828.299,246.215,246.215,798.759,288,675.921,2.501,0.998,13.344,1.03,35.661,0.706,0.951,0.976
258,6.175,18,29793.015,2307.385,8829.331,246.254,246.254,797.627,288,675.694,2.501,0.998,13.33,1.03,35.587,0.705,0.951,0.977
267,6.175,18,29793.409,2307.378,8830.372,246.305,246.305,796.499,288,675.469,2.501,0.998,13.317,1.03,35.514,0.703,0.951,0.978
276,6.175,18,29793.734,2307.367,8831.41,246.233,246.233,795.373,288,675.244,2.5,0.998,13.303,1.03,35.441,0.702,0.951,0.979
285,6.175,18,29794.061,2307.354,8832.446,246.271,246.271,794.252,288,675.019,2.5,0.998,13.289,1.03,35.368,0.7,0.951,0.98
294,6.175,18,29794.352,2307.341,8833.481,246.263,246.263,793.133,288,674.795,2.5,0.998,13.275,1.03,35.295,0.699,0.951,0.981
303,6.175,18,29794.604,2307.328,8834.514,246.306,246.306,792.018,288,674.572,2.499,0.998,13.261,1.03,35.222,0.697,0.951,0.982
312,6.175,18,29795.017,2307.322,8835.555,246.325,246.325,790.907,288,674.35,2.499,0.998,13.248,1.03,35.15,0.696,0.951,0.983
321,6.175,18,29795.179,2307.304,8836.581,246.282,246.282,789.799,288,674.127,2.499,0.998,13.234,1.03,35.077,0.694,0.951,0.984
330,6.175,18,29795.487,2307.296,8837.617,246.269,246.269,788.695,288,673.906,2.498,0.998,13.22,1.03,35.005,0.693,0.951,0.985
339,6.175,18,29795.892,2307.291,8838.657,246.298,246.298,787.593,288,673.685,2.498,0.998,13.207,1.03,34.933,0.692,0.951,0.986
348,6.175,18,29796.181,2307.282,8839.691,246.343,246.343,786.496,288,673.465,2.498,0.998,13.193,1.03,34.861,0.69,0.951,0.987
357,6.175,18,29796.476,2307.274,8840.725,246.351,246.351,785.401,288,673.246,2.497,0.998,13.179,1.03,34.79,0.689,0.951,0.988
366,6.175,18,29796.735,2307.265,8841.756,246.273,246.273,784.31,288,673.027,2.497,0.998,13.166,1.03,34.718,0.687,0.951,0.989
375,6.175,18,29797.016,2307.258,8842.79,246.276,246.276,783.222,288,672.808,2.496,0.998,13.152,1.03,34.647,0.686,0.951,0.99
384,6.175,18,29797.22,2307.249,8843.818,246.333,246.333,782.138,288,672.591,2.496,0.998,13.139,1.03,34.576,0.685,0.951,0.991
393,6.175,18,29797.492,2307.243,8844.851,246.361,246.361,781.057,288,672.373,2.496,0.998,13.125,1.03,34.505,0.683,0.951,0.992
402,6.175,18,29797.832,2307.24,8845.889,246.314,246.314,779.978,288,672.157,2.495,0.998,13.112,1.03,34.435,0.682,0.951,0.993
411,6.175,18,29797.882,2307.23,8846.91,246.37,246.37,778.903,288,671.941,2.495,0.998,13.098,1.03,34.364,0.68,0.951,0.994
420,6.175,18,29798.172,2307.227,8847.946,246.298,246.298,777.831,288,671.725,2.495,0.998,13.085,1.03,34.294,0.679,0.951,0.995
429,6.175,18,29798.399,2307.223,8848.979,246.329,246.329,776.761,288,671.511,2.494,0.998,13.071,1.03,34.224,0.678,0.951,0.996
438,6.175,18,29798.492,2307.219,8850.006,246.334,246.334,775.695,288,671.296,2.494,0.998,13.058,1.03,34.154,0.676,0.951,0.997
447,6.175,18,29798.524,2307.212,8851.03,246.32,246.32,774.632,288,671.082,2.494,0.998,13.045,1.03,34.085,0.675,0.951,0.998
456,6.175,18,29798.623,2307.208,8852.059,246.316,246.316,773.571,288,670.869,2.493,0.998,13.031,1.03,34.015,0.673,0.951,0.999
465,6.175,18,29798.588,2307.203,8853.083,246.321,246.321,772.514,288,670.656,2.493,0.998,13.018,1.03,33.946,0.672,0.951,1
474,6.175,18,29792.076,2307.424,8826.159,246.216,246.216,799.357,288,675.899,2.502,0.998,13.36,1.03,35.708,0.707,0.952,0.975
483,6.175,18,29792.449,2307.413,8827.199,246.207,246.207,798.222,288,675.673,2.502,0.998,13.346,1.03,35.635,0.706,0.952,0.976
492,6.175,18,29792.795,2307.402,8828.237,246.213,246.213,797.09,288,675.446,2.501,0.998,13.332,1.03,35.561,0.704,0.952,0.977
501,6.175,18,29793.053,2307.384,8829.27,246.234,246.234,795.961,288,675.22,2.501,0.998,13.318,1.03,35.488,0.703,0.952,0.978
510,6.175,18,29793.306,2307.368,8830.302,246.296,246.296,794.836,288,674.995,2.501,0.998,13.305,1.03,35.415,0.701,0.952,0.979
519,6.175,18,29793.772,2307.364,8831.347,246.289,246.289,793.715,288,674.771,2.5,0.998,13.291,1.03,35.342,0.7,0.952,0.98
528,6.175,18,29794.012,2307.35,8832.379,246.312,246.312,792.597,288,674.547,2.5,0.998,13.277,1.03,35.269,0.698,0.952,0.981
537,6.175,18,29794.356,2307.338,8833.415,246.263,246.263,791.482,288,674.323,2.5,0.998,13.263,1.03,35.196,0.697,0.952,0.982
546,6.175,18,29794.631,2307.325,8834.448,246.312,246.312,790.371,288,674.101,2.499,0.998,13.249,1.03,35.123,0.695,0.952,0.983
555,6.175,18,29794.934,2307.314,8835.483,246.289,246.289,789.263,288,673.879,2.499,0.998,13.236,1.03,35.051,0.694,0.952,0.984
564,6.175,18,29795.275,2307.306,8836.519,246.258,246.258,788.159,288,673.657,2.499,0.998,13.222,1.03,34.979,0.693,0.952,0.985
573,6.175,18,29795.476,2307.292,8837.547,246.294,246.294,787.058,288,673.436,2.498,0.998,13.208,1.03,34.907,0.691,0.952,0.986
582,6.175,18,29795.822,2307.284,8838.583,246.318,246.318,785.96,288,673.216,2.498,0.998,13.195,1.03,34.835,0.69,0.952,0.987
591,6.175,18,29796.21,2307.28,8839.622,246.337,246.337,784.866,288,672.997,2.498,0.998,13.181,1.03,34.764,0.688,0.952,0.988
600,6.175,18,29796.411,2307.268,8840.65,246.308,246.308,783.775,288,672.778,2.497,0.998,13.168,1.03,34.692,0.687,0.952,0.989
609,6.175,18,29796.68,2307.26,8841.681,246.322,246.322,782.688,288,672.559,2.497,0.998,13.154,1.03,34.621,0.685,0.952,0.99
618,6.175,18,29797.024,2307.257,8842.719,246.29,246.29,781.603,288,672.342,2.497,0.998,13.141,1.03,34.55,0.684,0.952,0.991
627,6.175,18,29797.235,2307.248,8843.747,246.315,246.315,780.522,288,672.125,2.496,0.998,13.127,1.03,34.479,0.683,0.952,0.992
636,6.175,18,29797.598,2307.246,8844.785,246.288,246.288,779.444,288,671.908,2.496,0.998,13.114,1.03,34.408,0.681,0.952,0.993
645,6.175,18,29797.711,2307.234,8845.808,246.32,246.32,778.37,288,671.692,2.495,0.998,13.1,1.03,34.338,0.68,0.952,0.994
654,6.175,18,29798.051,2307.232,8846.846,246.295,246.295,777.297,288,671.477,2.495,0.998,13.087,1.03,34.268,0.678,0.952,0.995
663,6.175,18,29798.106,2307.224,8847.868,246.297,246.297,776.229,288,671.261,2.495,0.998,13.073,1.03,34.198,0.677,0.952,0.996
672,6.175,18,29798.404,2307.221,8848.904,246.337,246.337,775.163,288,671.047,2.494,0.998,13.06,1.03,34.128,0.676,0.952,0.997
681,6.175,18,29798.293,2307.212,8849.919,246.388,246.388,774.101,288,670.833,2.494,0.998,13.047,1.03,34.058,0.674,0.952,0.998
690,6.175,18,29798.536,2307.21,8850.954,246.343,246.343,773.04,288,670.62,2.494,0.998,13.033,1.03,33.989,0.673,0.952,0.999
699,6.175,18,29798.554,2307.205,8851.978,246.353,246.353,771.983,288,670.407,2.493,0.998,13.02,1.03,33.919,0.672,0.952,1
708,6.175,18,29791.743,2307.433,8825.062,246.24,246.24,798.82,288,675.651,2.503,0.998,13.362,1.03,35.682,0.706,0.953,0.975
717,6.175,18,29792.107,2307.423,8826.1,246.288,246.288,797.685,288,675.424,2.502,0.998,13.348,1.03,35.609,0.705,0.953,0.976
726,6.175,18,29792.46,2307.409,8827.138,246.242,246.242,796.553,288,675.198,2.502,0.998,13.334,1.03,35.535,0.704,0.953,0.977
735,6.175,18,29792.81,2307.398,8828.175,246.213,246.213,795.425,288,674.972,2.502,0.998,13.32,1.03,35.462,0.702,0.953,0.978
744,6.175,18,29793.089,2307.382,8829.209,246.256,246.256,794.3,288,674.747,2.501,0.998,13.307,1.03,35.389,0.701,0.953,0.979
753,6.175,18,29793.414,2307.37,8830.245,246.285,246.285,793.179,288,674.522,2.501,0.998,13.293,1.03,35.316,0.699,0.953,0.98
762,6.175,18,29793.696,2307.358,8831.279,246.249,246.249,792.061,288,674.298,2.5,0.998,13.279,1.03,35.243,0.698,0.953,0.981
771,6.175,18,29793.976,2307.343,8832.311,246.313,246.313,790.947,288,674.075,2.5,0.998,13.265,1.03,35.17,0.696,0.953,0.982
780,6.175,18,29794.371,2307.336,8833.351,246.251,246.251,789.836,288,673.853,2.5,0.998,13.251,1.03,35.098,0.695,0.953,0.983
789,6.175,18,29794.639,2307.322,8834.383,246.248,246.248,788.728,288,673.63,2.499,0.998,13.238,1.03,35.025,0.693,0.953,0.984
798,6.175,18,29794.922,2307.311,8835.415,246.325,246.325,787.624,288,673.409,2.499,0.998,13.224,1.03,34.953,0.692,0.953,0.985
807,6.175,18,29795.234,2307.301,8836.449,246.264,246.264,786.523,288,673.188,2.499,0.998,13.21,1.03,34.881,0.691,0.953,0.986
816,6.175,18,29795.562,2307.293,8837.484,246.337,246.337,785.426,288,672.968,2.498,0.998,13.197,1.03,34.809,0.689,0.953,0.987
825,6.175,18,29795.958,2307.288,8838.523,246.282,246.282,784.331,288,672.749,2.498,0.998,13.183,1.03,34.738,0.688,0.953,0.988
834,6.175,18,29796.193,2307.276,8839.552,246.333,246.333,783.241,288,672.53,2.498,0.998,13.17,1.03,34.666,0.686,0.953,0.989
843,6.175,18,29796.494,2307.269,8840.585,246.348,246.348,782.154,288,672.311,2.497,0.998,13.156,1.03,34.595,0.685,0.953,0.99
852,6.175,18,29796.746,2307.26,8841.615,246.298,246.298,781.07,288,672.093,2.497,0.998,13.143,1.03,34.524,0.684,0.953,0.991
861,6.175,18,29797.053,2307.255,8842.649,246.362,246.362,779.989,288,671.876,2.497,0.998,13.129,1.03,34.453,0.682,0.953,0.992
870,6.175,18,29797.301,2307.247,8843.679,246.286,246.286,778.911,288,671.66,2.496,0.998,13.116,1.03,34.382,0.681,0.953,0.993
879,6.175,18,29797.479,2307.239,8844.705,246.284,246.284,777.837,288,671.443,2.496,0.998,13.102,1.03,34.312,0.679,0.953,0.994
888,6.175,18,29797.662,2307.231,8845.732,246.291,246.291,776.766,288,671.228,2.496,0.998,13.089,1.03,34.241,0.678,0.953,0.995
897,6.175,18,29797.861,2307.225,8846.761,246.295,246.295,775.698,288,671.013,2.495,0.998,13.075,1.03,34.171,0.677,0.953,0.996
906,6.175,18,29798.156,2307.222,8847.796,246.369,246.369,774.632,288,670.799,2.495,0.998,13.062,1.03,34.102,0.675,0.953,0.997
915,6.175,18,29798.082,2307.214,8848.812,246.333,246.333,773.57,288,670.584,2.494,0.998,13.049,1.03,34.032,0.674,0.953,0.998
924,6.175,18,29798.363,2307.211,8849.847,246.306,246.306,772.51,288,670.371,2.494,0.998,13.035,1.03,33.962,0.672,0.953,0.999
933,6.175,18,29798.557,2307.21,8850.88,246.381,246.381,771.453,288,670.159,2.494,0.998,13.022,1.03,33.893,0.671,0.953,1
942,6.175,18,29791.459,2307.448,8823.97,246.194,246.194,798.284,288,675.404,2.503,0.998,13.364,1.03,35.657,0.706,0.954,0.975
951,6.175,18,29791.708,2307.429,8825.001,246.277,246.277,797.149,288,675.176,2.503,0.998,13.35,1.03,35.583,0.704,0.954,0.976
960,6.175,18,29792.077,2307.417,8826.039,246.288,246.288,796.017,288,674.95,2.502,0.998,13.336,1.03,35.509,0.703,0.954,0.977
969,6.175,18,29792.517,2307.409,8827.08,246.244,246.244,794.89,288,674.724,2.502,0.998,13.322,1.03,35.436,0.702,0.954,0.978
978,6.175,18,29792.763,2307.392,8828.111,246.28,246.28,793.765,288,674.499,2.502,0.998,13.308,1.03,35.363,0.7,0.954,0.979
987,6.175,18,29793.053,2307.378,8829.145,246.219,246.219,792.644,288,674.274,2.501,0.998,13.295,1.03,35.29,0.699,0.954,0.98
996,6.175,18,29793.461,2307.369,8830.185,246.253,246.253,791.526,288,674.051,2.501,0.998,13.281,1.03,35.217,0.697,0.954,0.981
1005,6.175,18,29793.751,2307.356,8831.218,246.307,246.307,790.412,288,673.827,2.501,0.998,13.267,1.03,35.144,0.696,0.954,0.982
1014,6.175,18,29794.085,2307.345,8832.253,246.243,246.243,789.301,288,673.605,2.5,0.998,13.253,1.03,35.072,0.694,0.954,0.983
1023,6.175,18,29794.366,2307.332,8833.286,246.253,246.253,788.194,288,673.383,2.5,0.998,13.24,1.03,34.999,0.693,0.954,0.984
1032,6.175,18,29794.728,2307.324,8834.323,246.303,246.303,787.09,288,673.161,2.499,0.998,13.226,1.03,34.927,0.692,0.954,0.985
1041,6.175,18,29795.006,2307.313,8835.355,246.292,246.292,785.989,288,672.94,2.499,0.998,13.212,1.03,34.855,0.69,0.954,0.986
1050,6.175,18,29795.367,2307.304,8836.39,246.272,246.272,784.892,288,672.72,2.499,0.998,13.199,1.03,34.783,0.689,0.954,0.987
1059,6.175,18,29795.577,2307.291,8837.417,246.255,246.255,783.799,288,672.5,2.498,0.998,13.185,1.03,34.711,0.687,0.954,0.988
1068,6.175,18,29795.832,2307.279,8838.447,246.263,246.263,782.708,288,672.281,2.498,0.998,13.172,1.03,34.64,0.686,0.954,0.989
1077,6.175,18,29796.203,2307.274,8839.484,246.28,246.28,781.621,288,672.063,2.498,0.998,13.158,1.03,34.569,0.684,0.954,0.99
1086,6.175,18,29796.511,2307.266,8840.516,246.316,246.316,780.537,288,671.845,2.497,0.998,13.144,1.03,34.498,0.683,0.954,0.991
1095,6.175,18,29796.793,2307.259,8841.547,246.347,246.347,779.456,288,671.628,2.497,0.998,13.131,1.03,34.427,0.682,0.954,0.992
1104,6.175,18,29797.102,2307.253,8842.581,246.292,246.292,778.379,288,671.412,2.497,0.998,13.118,1.03,34.356,0.68,0.954,0.993
1113,6.175,18,29797.256,2307.243,8843.605,246.348,246.348,777.305,288,671.195,2.496,0.998,13.104,1.03,34.286,0.679,0.954,0.994
1122,6.175,18,29797.5,2307.237,8844.635,246.362,246.362,776.234,288,670.98,2.496,0.998,13.091,1.03,34.215,0.677,0.954,0.995
1131,6.175,18,29797.73,2307.23,8845.663,246.305,246.305,775.166,288,670.765,2.496,0.998,13.077,1.03,34.145,0.676,0.954,0.996
1140,6.175,18,29797.864,2307.222,8846.688,246.312,246.312,774.101,288,670.55,2.495,0.998,13.064,1.03,34.075,0.675,0.954,0.997
1149,6.175,18,29798.223,2307.222,8847.726,246.347,246.347,773.039,288,670.337,2.495,0.998,13.051,1.03,34.005,0.673,0.954,0.998
1158,6.175,18,29798.267,2307.215,8848.748,246.366,246.366,771.98,288,670.124,2.495,0.998,13.037,1.03,33.936,0.672,0.954,0.999
1167,6.175,18,29798.306,2307.209,8849.77,246.387,246.387,770.924,288,669.911,2.494,0.998,13.024,1.03,33.867,0.671,0.954,1
1176,6.175,18,29791.07,2307.454,8822.873,246.263,246.263,797.748,288,675.156,2.503,0.998,13.366,1.03,35.631,0.705,0.955,0.975
1185,6.175,18,29791.468,2307.443,8823.912,246.229,246.229,796.614,288,674.929,2.503,0.998,13.352,1.03,35.557,0.704,0.955,0.976
1194,6.175,18,29791.848,2307.434,8824.95,246.203,246.203,795.483,288,674.703,2.503,0.998,13.338,1.03,35.483,0.703,0.955,0.977
1203,6.175,18,29792.107,2307.415,8825.981,246.27,246.27,794.355,288,674.477,2.502,0.998,13.324,1.03,35.41,0.701,0.955,0.978
1212,6.175,18,29792.513,2307.407,8827.021,246.209,246.209,793.231,288,674.252,2.502,0.998,13.31,1.03,35.337,0.7,0.955,0.979
1221,6.175,18,29792.72,2307.387,8828.049,246.281,246.281,792.11,288,674.027,2.502,0.998,13.297,1.03,35.264,0.698,0.955,0.98
1230,6.175,18,29793.185,2307.381,8829.091,246.232,246.232,790.993,288,673.803,2.501,0.998,13.283,1.03,35.191,0.697,0.955,0.981
1239,6.175,18,29793.467,2307.367,8830.124,246.225,246.225,789.879,288,673.58,2.501,0.998,13.269,1.03,35.118,0.695,0.955,0.982
1248,6.175,18,29793.79,2307.354,8831.157,246.304,246.304,788.768,288,673.357,2.501,0.998,13.255,1.03,35.046,0.694,0.955,0.983
1257,6.175,18,29794.01,2307.338,8832.186,246.237,246.237,787.661,288,673.135,2.5,0.998,13.242,1.03,34.973,0.692,0.955,0.984
1266,6.175,18,29794.279,2307.326,8833.217,246.308,246.308,786.557,288,672.913,2.5,0.998,13.228,1.03,34.901,0.691,0.955,0.985
1275,6.175,18,29794.674,2307.318,8834.255,246.318,246.318,785.457,288,672.693,2.5,0.998,13.214,1.03,34.829,0.69,0.955,0.986
1284,6.175,18,29794.963,2307.307,8835.287,246.252,246.252,784.36,288,672.472,2.499,0.998,13.201,1.03,34.757,0.688,0.955,0.987
1293,6.175,18,29795.352,2307.301,8836.324,246.314,246.314,783.266,288,672.253,2.499,0.998,13.187,1.03,34.686,0.687,0.955,0.988
1302,6.175,18,29795.675,2307.294,8837.358,246.28,246.28,782.176,288,672.034,2.498,0.998,13.173,1.03,34.614,0.685,0.955,0.989
1311,6.175,18,29795.971,2307.282,8838.389,246.278,246.278,781.089,288,671.816,2.498,0.998,13.16,1.03,34.543,0.684,0.955,0.99
1320,6.175,18,29796.205,2307.271,8839.416,246.283,246.283,780.005,288,671.598,2.498,0.998,13.146,1.03,34.472,0.683,0.955,0.991
1329,6.175,18,29796.529,2307.264,8840.449,246.318,246.318,778.925,288,671.38,2.497,0.998,13.133,1.03,34.401,0.681,0.955,0.992
1338,6.175,18,29796.7,2307.253,8841.473,246.275,246.275,777.848,288,671.164,2.497,0.998,13.119,1.03,34.33,0.68,0.955,0.993
1347,6.175,18,29797.056,2307.249,8842.508,246.281,246.281,776.774,288,670.948,2.497,0.998,13.106,1.03,34.259,0.678,0.955,0.994
1356,6.175,18,29797.268,2307.24,8843.535,246.337,246.337,775.703,288,670.732,2.496,0.998,13.093,1.03,34.189,0.677,0.955,0.995
1365,6.175,18,29797.502,2307.235,8844.564,246.286,246.286,774.636,288,670.517,2.496,0.998,13.079,1.03,34.119,0.676,0.955,0.996
1374,6.175,18,29797.713,2307.229,8845.592,246.326,246.326,773.571,288,670.303,2.496,0.998,13.066,1.03,34.049,0.674,0.955,0.997
1383,6.175,18,29797.833,2307.22,8846.614,246.368,246.368,772.51,288,670.089,2.495,0.998,13.052,1.03,33.979,0.673,0.955,0.998
1392,6.175,18,29798.041,2307.217,8847.644,246.309,246.309,771.451,288,669.876,2.495,0.998,13.039,1.03,33.91,0.671,0.955,0.999
1401,6.175,18,29798.334,2307.214,8848.678,246.344,246.344,770.395,288,669.663,2.495,0.998,13.026,1.03,33.84,0.67,0.955,1
1410,6.175,18,29790.812,2307.471,8821.786,246.187,246.187,797.214,288,674.909,2.504,0.998,13.368,1.03,35.605,0.705,0.956,0.975
1419,6.175,18,29791.22,2307.46,8822.825,246.228,246.228,796.08,288,674.682,2.503,0.998,13.354,1.03,35.531,0.703,0.956,0.976
1428,6.175,18,29791.53,2307.445,8823.858,246.222,246.222,794.949,288,674.456,2.503,0.998,13.34,1.03,35.458,0.702,0.956,0.977
1437,6.175,18,29791.855,2307.431,8824.893,246.202,246.202,793.822,288,674.23,2.503,0.998,13.326,1.03,35.384,0.701,0.956,0.978
1446,6.175,18,29792.179,2307.415,8825.926,246.272,246.272,792.698,288,674.005,2.502,0.998,13.312,1.03,35.311,0.699,0.956,0.979
1455,6.175,18,29792.516,2307.402,8826.961,246.214,246.214,791.577,288,673.78,2.502,0.998,13.299,1.03,35.238,0.698,0.956,0.98
1464,6.175,18,29792.823,2307.388,8827.994,246.234,246.234,790.46,288,673.556,2.502,0.998,13.285,1.03,35.165,0.696,0.956,0.981
1473,6.175,18,29793.122,2307.374,8829.027,246.302,246.302,789.346,288,673.333,2.501,0.998,13.271,1.03,35.092,0.695,0.956,0.982
1482,6.175,18,29793.448,2307.362,8830.061,246.239,246.239,788.236,288,673.11,2.501,0.998,13.257,1.03,35.02,0.693,0.956,0.983
1491,6.175,18,29793.763,2307.349,8831.094,246.301,246.301,787.129,288,672.888,2.501,0.998,13.244,1.03,34.947,0.692,0.956,0.984
1500,6.175,18,29794.123,2307.34,8832.13,246.313,246.313,786.025,288,672.666,2.5,0.998,13.23,1.03,34.875,0.69,0.956,0.985
1509,6.175,18,29794.434,2307.329,8833.163,246.276,246.276,784.925,288,672.446,2.5,0.998,13.216,1.03,34.803,0.689,0.956,0.986
1518,6.175,18,29794.702,2307.316,8834.193,246.324,246.324,783.828,288,672.225,2.5,0.998,13.203,1.03,34.731,0.688,0.956,0.987
1527,6.175,18,29795.076,2307.309,8835.229,246.257,246.257,782.735,288,672.006,2.499,0.998,13.189,1.03,34.66,0.686,0.956,0.988
1536,6.175,18,29795.308,2307.295,8836.256,246.268,246.268,781.645,288,671.786,2.499,0.998,13.175,1.03,34.588,0.685,0.956,0.989
1545,6.175,18,29795.666,2307.288,8837.291,246.324,246.324,780.558,288,671.568,2.499,0.998,13.162,1.03,34.517,0.683,0.956,0.99
1554,6.175,18,29795.863,2307.275,8838.315,246.34,246.34,779.475,288,671.35,2.498,0.998,13.148,1.03,34.445,0.682,0.956,0.991
1563,6.175,18,29796.269,2307.272,8839.353,246.318,246.318,778.394,288,671.133,2.498,0.998,13.135,1.03,34.375,0.681,0.956,0.992
1572,6.175,18,29796.579,2307.265,8840.385,246.268,246.268,777.317,288,670.917,2.497,0.998,13.121,1.03,34.304,0.679,0.956,0.993
1581,6.175,18,29796.83,2307.255,8841.412,246.306,246.306,776.244,288,670.7,2.497,0.998,13.108,1.03,34.233,0.678,0.956,0.994
1590,6.175,18,29797.007,2307.245,8842.436,246.328,246.328,775.174,288,670.485,2.497,0.998,13.095,1.03,34.163,0.676,0.956,0.995
1599,6.175,18,29797.347,2307.241,8843.47,246.364,246.364,774.106,288,670.27,2.496,0.998,13.081,1.03,34.093,0.675,0.956,0.996
1608,6.175,18,29797.456,2307.23,8844.491,246.329,246.329,773.042,288,670.055,2.496,0.998,13.068,1.03,34.023,0.674,0.956,0.997
1617,6.175,18,29797.789,2307.229,8845.526,246.309,246.309,771.981,288,669.842,2.496,0.998,13.054,1.03,33.953,0.672,0.956,0.998
