Index,Lever position (lp)_3,Ship speed (v) [knots]_3,Gas Turbine (GT) shaft torque (GTT) [kN m]_3,GT rate of revolutions (GTn) [rpm]_3,Gas Generator rate of revolutions (GGn) [rpm]_3,Starboard Propeller Torque (Ts) [kN]_3,Port Propeller Torque (Tp) [kN]_3,Hight Pressure (HP) Turbine exit temperature (T48) [C]_3,GT Compressor inlet air temperature (T1) [C]_3,GT Compressor outlet air temperature (T2) [C]_3,HP Turbine exit pressure (P48) [bar]_3,GT Compressor inlet air pressure (P1) [bar]_3,GT Compressor outlet air pressure (P2) [bar]_3,GT exhaust gas pressure (Pexh) [bar]_3,Turbine Injecton Control (TIC) [%]_3,Fuel flow (mf) [kg/s]_3,GT Compressor decay state coefficient_3,GT Turbine decay state coefficient_3
127,1.138,3,4893.243,1312.751,6695.191,5.598,5.598,615.36,288,570.584,1.249,0.998,6.769,1.019,33.173,0.278,0.95,0.989
136,1.138,3,3716.231,1308.145,6693.633,5.337,5.337,582.833,288,565.527,1.212,0.998,6.55,1.019,33.388,0.241,0.95,0.99
145,1.138,3,2639.688,1307.675,6694.715,5.304,5.304,551.016,288,560.64,1.177,0.998,6.346,1.019,32.625,0.204,0.95,0.991
154,1.138,3,1746.991,1310.436,6697.848,5.445,5.445,521.736,288,556.35,1.147,0.998,6.173,1.019,29.309,0.168,0.95,0.992
163,1.138,3,530.989,1324.357,6707.512,6.181,6.181,473.949,288,549.713,1.103,0.998,5.916,1.019,19.388,0.108,0.95,0.993
172,1.138,3,305.706,1332.396,6714.84,6.616,6.616,460.882,288,547.941,1.094,0.998,5.85,1.019,14.834,0.089,0.95,0.994
181,1.138,3,314.48,1349.466,6728.353,7.553,7.553,451.45,288,547.742,1.096,0.998,5.843,1.019,4.567,0.071,0.95,0.995
190,1.138,3,497.385,1359.362,6737.583,8.111,8.111,454.607,288,548.751,1.104,0.998,5.882,1.019,0,0.072,0.95,0.996
199,1.138,3,788.275,1372.125,6748.85,8.843,8.843,462.434,288,550.438,1.117,0.998,5.946,1.019,0,0.081,0.95,0.997
208,1.138,3,873.883,1375.243,6753.494,9.022,9.022,464.27,288,550.841,1.121,0.998,5.962,1.019,0,0.083,0.95,0.998
217,1.138,3,937.006,1377.428,6757.565,9.148,9.148,465.47,288,551.076,1.124,0.998,5.971,1.019,0,0.085,0.95,0.999
226,1.138,3,1105.362,1383.777,6764.426,9.515,9.515,469.752,288,551.915,1.131,0.998,6.004,1.019,0,0.09,0.95,1
235,1.138,3,395.648,1331.563,6663.587,6.59,6.59,477.697,288,551.149,1.099,0.998,5.976,1.019,17.188,0.105,0.951,0.975
244,1.138,3,414.47,1357.092,6682.857,8.013,8.013,464.304,288,550.995,1.101,0.998,5.972,1.019,2.849,0.079,0.951,0.976
253,1.138,3,658.336,1367.743,6692.756,8.615,8.615,470.405,288,552.411,1.112,0.998,6.027,1.019,0,0.085,0.951,0.977
262,1.138,3,1364.152,1392.262,6712.343,10.058,10.058,490.886,288,556.521,1.143,0.998,6.189,1.019,0,0.108,0.951,0.978
271,1.138,3,1546.392,1396.909,6718.145,10.331,10.331,495.846,288,557.491,1.151,0.998,6.228,1.019,0,0.114,0.951,0.979
280,1.138,3,2040.263,1407.154,6727.948,10.958,10.958,510.381,288,560.093,1.171,0.998,6.334,1.019,0,0.13,0.951,0.98
289,1.138,3,2518.319,1413.37,6734.988,11.336,11.336,524.483,288,562.506,1.19,0.998,6.434,1.019,0,0.147,0.951,0.981
298,1.138,3,3357.235,1419.064,6741.94,11.699,11.699,549.554,288,566.61,1.222,0.998,6.608,1.019,0,0.176,0.951,0.982
307,1.138,3,4535.968,1415.671,6743.035,11.509,11.509,584.463,288,571.419,1.261,0.998,6.818,1.019,0,0.217,0.951,0.983
316,1.138,3,4877.17,1413.343,6744.217,11.369,11.369,593.465,288,572.775,1.271,0.998,6.878,1.019,0,0.229,0.951,0.984
325,1.138,3,5549.954,1406.842,6742.998,10.98,10.98,612.011,288,575.244,1.291,0.998,6.99,1.019,0,0.251,0.951,0.985
334,1.138,3,6851.723,1387.759,6734.169,9.843,9.843,649.152,288,579.397,1.325,0.998,7.183,1.019,0,0.297,0.951,0.986
343,1.138,3,7450.7,1362.953,6721.416,8.398,8.398,671.546,288,580.704,1.334,0.998,7.245,1.019,11.593,0.333,0.951,0.987
352,1.138,3,7107.82,1341.276,6710.095,7.172,7.172,667.124,288,578.945,1.319,0.998,7.161,1.019,22.211,0.333,0.951,0.988
361,1.138,3,6325.587,1326.276,6702.632,6.334,6.334,649.203,288,575.728,1.293,0.998,7.011,1.019,28.278,0.316,0.951,0.989
370,1.138,3,4833.55,1312.648,6695.363,5.583,5.583,612.261,288,569.929,1.247,0.998,6.75,1.019,32.888,0.275,0.951,0.99
379,1.138,3,3731.525,1308.226,6693.999,5.341,5.341,582.191,288,565.438,1.212,0.998,6.556,1.019,33.556,0.241,0.951,0.991
388,1.138,3,1022.661,1316.344,6698.302,5.748,5.748,495.14,288,552.226,1.121,0.998,6.02,1.019,24.972,0.135,0.951,0.992
397,1.138,3,967.724,1317.531,6701.543,5.81,5.81,492.11,288,551.903,1.119,0.998,6.008,1.019,24.091,0.132,0.951,0.993
406,1.138,3,269.362,1334.874,6714.034,6.744,6.744,457.68,288,547.514,1.093,0.998,5.842,1.019,13.171,0.085,0.951,0.994
415,1.138,3,267.668,1345.641,6723.539,7.335,7.335,451.241,288,547.282,1.094,0.998,5.833,1.019,6.793,0.073,0.951,0.995
424,1.138,3,518.674,1360.145,6735.828,8.155,8.155,454.891,288,548.757,1.105,0.998,5.89,1.019,0,0.073,0.951,0.996
433,1.138,3,817.08,1372.848,6747.004,8.879,8.879,462.899,288,550.49,1.118,0.998,5.956,1.019,0,0.082,0.951,0.997
442,1.138,3,792.328,1371.743,6748.86,8.812,8.812,461.52,288,550.134,1.117,0.998,5.943,1.019,0,0.08,0.951,0.998
451,1.138,3,1096.746,1383.334,6759.275,9.49,9.49,469.73,288,551.762,1.131,0.998,6.005,1.019,0,0.09,0.951,0.999
460,1.138,3,1133.08,1384.231,6762.426,9.538,9.538,470.25,288,551.872,1.132,0.998,6.01,1.019,0,0.091,0.951,1
469,1.138,3,408.232,1332.016,6661.677,6.616,6.616,477.401,288,550.967,1.099,0.998,5.977,1.019,17.335,0.105,0.952,0.975
478,1.138,3,311.378,1350.488,6676.098,7.638,7.638,462.814,288,550.125,1.097,0.998,5.946,1.019,6.304,0.08,0.952,0.976
487,1.138,3,477.1,1359.897,6685.075,8.162,8.162,464.682,288,551.022,1.104,0.998,5.981,1.019,1.102,0.079,0.952,0.977
496,1.138,3,928.997,1378.349,6700.347,9.224,9.224,477.509,288,553.652,1.124,0.998,6.083,1.019,0,0.093,0.952,0.978
505,1.138,3,1467.562,1394.877,6714.417,10.206,10.206,493.059,288,556.848,1.148,0.998,6.211,1.019,0,0.111,0.952,0.979
514,1.138,3,1962.423,1405.129,6724.301,10.829,10.829,507.598,288,559.436,1.168,0.998,6.316,1.019,0,0.127,0.952,0.98
523,1.138,3,2212.106,1409.599,6729.973,11.098,11.098,514.599,288,560.675,1.178,0.998,6.367,1.019,0,0.135,0.952,0.981
532,1.138,3,2852.586,1415.929,6737.277,11.495,11.495,533.721,288,563.908,1.203,0.998,6.502,1.019,0,0.158,0.952,0.982
541,1.138,3,3581.592,1418.535,6742.042,11.667,11.667,555.247,288,567.191,1.229,0.998,6.642,1.019,0,0.183,0.952,0.983
550,1.138,3,4451.817,1416.458,6743.787,11.552,11.552,580.782,288,570.86,1.258,0.998,6.803,1.019,0,0.213,0.952,0.984
559,1.138,3,5667.729,1405.354,6739.88,10.889,10.889,614.909,288,575.43,1.295,0.998,7.009,1.019,0,0.255,0.952,0.985
568,1.138,3,6156.507,1399.005,6738.64,10.507,10.507,628.048,288,576.976,1.308,0.998,7.081,1.019,0,0.271,0.952,0.986
577,1.138,3,7401.689,1370.648,6724.002,8.838,8.838,667.667,288,580.495,1.335,0.998,7.246,1.019,7.384,0.326,0.952,0.987
586,1.138,3,7404.418,1353.172,6715.486,7.832,7.832,671.297,288,579.954,1.33,0.998,7.22,1.019,16.47,0.336,0.952,0.988
595,1.138,3,5915.95,1321.471,6697.05,6.063,6.063,639.388,288,574.099,1.28,0.998,6.947,1.019,30.392,0.305,0.952,0.989
604,1.138,3,5281.662,1315.722,6695.413,5.746,5.746,623.192,288,571.521,1.261,0.998,6.83,1.019,32.217,0.288,0.952,0.99
613,1.138,3,4047.954,1309.381,6692.77,5.398,5.398,590.347,288,566.412,1.222,0.998,6.606,1.019,33.253,0.25,0.952,0.991
622,1.138,3,2392.075,1308.722,6693.063,5.35,5.35,541.619,288,559.061,1.169,0.998,6.299,1.019,31.5,0.193,0.952,0.992
631,1.138,3,1129.755,1315.659,6698.299,5.708,5.708,498.008,288,552.621,1.125,0.998,6.043,1.019,25.168,0.139,0.952,0.993
640,1.138,3,308.634,1332.675,6710.45,6.622,6.622,460.131,288,547.56,1.095,0.998,5.851,1.019,14.689,0.089,0.952,0.994
649,1.138,3,253.547,1339.635,6717.352,7,7,453.57,288,547.048,1.093,0.998,5.832,1.019,10.216,0.078,0.952,0.995
658,1.138,3,566.487,1361.973,6734.758,8.255,8.255,455.819,288,548.803,1.107,0.998,5.899,1.019,0,0.074,0.952,0.996
667,1.138,3,836.107,1373.579,6745.224,8.919,8.919,462.91,288,550.328,1.119,0.998,5.957,1.019,0,0.082,0.952,0.997
676,1.138,3,1061.775,1382.285,6753.728,9.422,9.422,469.017,288,551.57,1.129,0.998,6.006,1.019,0,0.089,0.952,0.998
685,1.138,3,947.336,1377.619,6753.097,9.149,9.149,465.075,288,550.661,1.124,0.998,5.971,1.019,0,0.085,0.952,0.999
694,1.138,3,1298.331,1389.317,6763.659,9.836,9.836,474.574,288,552.734,1.139,0.998,6.051,1.019,0,0.096,0.952,1
703,1.138,3,1326.605,1316.482,6650.79,5.775,5.775,517.29,288,556.072,1.133,0.998,6.185,1.019,27.348,0.157,0.953,0.975
712,1.138,3,283.855,1339.021,6666.293,6.993,6.993,467.709,288,549.846,1.095,0.998,5.942,1.019,12.683,0.091,0.953,0.976
721,1.138,3,458.884,1358.636,6681.953,8.086,8.086,463.941,288,550.601,1.103,0.998,5.972,1.019,1.659,0.079,0.953,0.977
730,1.138,3,814.776,1373.969,6695.066,8.968,8.968,473.659,288,552.817,1.119,0.998,6.059,1.019,0,0.089,0.953,0.978
739,1.138,3,1069.807,1382.78,6703.74,9.48,9.48,480.717,288,554.229,1.131,0.998,6.114,1.019,0,0.097,0.953,0.979
748,1.138,3,1346.847,1391.204,6712.2,9.977,9.977,488.295,288,555.706,1.142,0.998,6.173,1.019,0,0.106,0.953,0.98
757,1.138,3,2127.863,1408.025,6726.645,10.996,10.996,511.671,288,560.091,1.175,0.998,6.351,1.019,0,0.132,0.953,0.981
766,1.138,3,2636.327,1414.282,6733.722,11.389,11.389,526.634,288,562.629,1.195,0.998,6.457,1.019,0,0.15,0.953,0.982
775,1.138,3,3373.151,1418.381,6739.497,11.649,11.649,548.384,288,566.013,1.222,0.998,6.601,1.019,0,0.175,0.953,0.983
784,1.138,3,4453.216,1416.086,6741.357,11.523,11.523,580.411,288,570.545,1.258,0.998,6.798,1.019,0,0.213,0.953,0.984
793,1.138,3,5031.919,1411.429,6741.138,11.245,11.245,596.215,288,572.763,1.276,0.998,6.898,1.019,0,0.233,0.953,0.985
802,1.138,3,5586.989,1405.811,6740.403,10.906,10.906,611.294,288,574.681,1.292,0.998,6.985,1.019,0,0.251,0.953,0.986
811,1.138,3,6906.802,1386.405,6731.401,9.752,9.752,649.177,288,579.01,1.326,0.998,7.186,1.019,0,0.298,0.953,0.987
820,1.138,3,7415.714,1366.09,6721.355,8.565,8.565,667.745,288,580.068,1.334,0.998,7.237,1.019,9.746,0.328,0.953,0.988
829,1.138,3,6973.826,1337.875,6705.866,6.965,6.965,662.607,288,577.863,1.314,0.998,7.132,1.019,23.789,0.33,0.953,0.989
838,1.138,3,5857.753,1320.913,6696.907,6.026,6.026,636.612,288,573.428,1.278,0.998,6.926,1.019,30.344,0.303,0.953,0.99
847,1.138,3,4539.365,1311.582,6692.372,5.518,5.518,603.001,288,568.308,1.238,0.998,6.698,1.019,33.182,0.265,0.953,0.991
856,1.138,3,2341.702,1308.778,6690.713,5.348,5.348,539.762,288,558.713,1.167,0.998,6.293,1.019,31.173,0.191,0.953,0.992
865,1.138,3,1093.178,1316.32,6696.388,5.745,5.745,496.126,288,552.226,1.124,0.998,6.036,1.019,24.886,0.137,0.953,0.993
874,1.138,3,511.214,1324.853,6703.441,6.195,6.195,471.218,288,548.735,1.102,0.998,5.902,1.019,18.91,0.105,0.953,0.994
883,1.138,3,268.738,1336.231,6712.894,6.807,6.807,455.614,288,546.955,1.093,0.998,5.836,1.019,12.542,0.082,0.953,0.995
892,1.138,3,354.491,1351.143,6725.151,7.637,7.637,450.507,288,547.29,1.098,0.998,5.849,1.019,3.963,0.07,0.953,0.996
901,1.138,3,657.677,1365.877,6737.713,8.469,8.469,457.485,288,548.968,1.111,0.998,5.913,1.019,0,0.076,0.953,0.997
910,1.138,3,902.978,1376.161,6747.233,9.064,9.064,464.043,288,550.386,1.122,0.998,5.968,1.019,0,0.083,0.953,0.998
919,1.138,3,1151.053,1384.948,6755.786,9.572,9.572,470.538,288,551.813,1.133,0.998,6.023,1.019,0,0.091,0.953,0.999
928,1.138,3,1267.26,1388.513,6760.8,9.781,9.781,473.278,288,552.369,1.138,0.998,6.045,1.019,0,0.094,0.953,1
937,1.138,3,1949.674,1313.169,6647.288,5.599,5.599,538.953,288,559.097,1.155,0.998,6.315,1.019,30.096,0.184,0.954,0.975
946,1.138,3,948.745,1321.127,6653.555,6.021,6.021,501.041,288,553.586,1.12,0.998,6.094,1.019,24.423,0.137,0.954,0.976
955,1.138,3,284.459,1344.642,6670.308,7.296,7.296,463.601,288,549.454,1.095,0.998,5.935,1.019,10.029,0.084,0.954,0.977
964,1.138,3,654.175,1366.887,6687.946,8.555,8.555,468.431,288,551.581,1.112,0.998,6.018,1.019,0,0.083,0.954,0.978
973,1.138,3,984.769,1379.685,6699.341,9.293,9.293,477.808,288,553.434,1.127,0.998,6.091,1.019,0,0.094,0.954,0.979
982,1.138,3,1191.295,1386.518,6706.678,9.694,9.694,483.233,288,554.605,1.136,0.998,6.138,1.019,0,0.1,0.954,0.98
991,1.138,3,1702.238,1400.016,6718.65,10.501,10.501,498.096,288,557.428,1.158,0.998,6.251,1.019,0,0.117,0.954,0.981
1000,1.138,3,2419.415,1411.918,6729.779,11.236,11.236,519.564,288,561.236,1.186,0.998,6.408,1.019,0,0.142,0.954,0.982
1009,1.138,3,3044.398,1417.503,6736.448,11.583,11.583,538.015,288,564.242,1.21,0.998,6.534,1.019,0,0.164,0.954,0.983
1018,1.138,3,3890.798,1418.266,6740.122,11.647,11.647,562.714,288,568.016,1.24,0.998,6.697,1.019,0,0.193,0.954,0.984
1027,1.138,3,4440.715,1415.962,6741.51,11.508,11.508,578.767,288,570.12,1.258,0.998,6.789,1.019,0,0.212,0.954,0.985
1036,1.138,3,5342.85,1408.544,6739.789,11.069,11.069,603.929,288,573.661,1.285,0.998,6.949,1.019,0,0.243,0.954,0.986
1045,1.138,3,6469.597,1393.969,6733.66,10.198,10.198,635.209,288,577.351,1.316,0.998,7.119,1.019,0,0.281,0.954,0.987
1054,1.138,3,7239.784,1376.579,6725.662,9.171,9.171,659.594,288,579.503,1.333,0.998,7.221,1.019,3.944,0.315,0.954,0.988
1063,1.138,3,7346.094,1352.819,6713.315,7.805,7.805,668.056,288,579.189,1.328,0.998,7.205,1.019,16.776,0.333,0.954,0.989
1072,1.138,3,6740.37,1333.776,6703.415,6.733,6.733,656.066,288,576.581,1.306,0.998,7.082,1.019,25.321,0.324,0.954,0.99
1081,1.138,3,5055.254,1314.505,6692.471,5.674,5.674,615.726,288,570.122,1.254,0.998,6.788,1.019,32.565,0.28,0.954,0.991
1090,1.138,3,1631.712,1311.618,6689.272,5.489,5.489,516.041,288,554.988,1.143,0.998,6.152,1.019,28.336,0.162,0.954,0.992
1099,1.138,3,1164.762,1315.256,6693.492,5.684,5.684,498.513,288,552.361,1.126,0.998,6.049,1.019,25.693,0.141,0.954,0.993
1108,1.138,3,679.477,1322.379,6699.896,6.058,6.058,477.97,288,549.543,1.109,0.998,5.94,1.019,20.751,0.114,0.954,0.994
1117,1.138,3,287.329,1335.362,6710.091,6.756,6.756,456.425,288,546.903,1.094,0.998,5.841,1.019,12.815,0.084,0.954,0.995
1126,1.138,3,329.669,1348.892,6721.41,7.508,7.508,450.243,288,546.954,1.097,0.998,5.844,1.019,5.479,0.071,0.954,0.996
1135,1.138,3,418.06,1353.983,6727.414,7.788,7.788,450.873,288,547.332,1.101,0.998,5.858,1.019,2.415,0.07,0.954,0.997
1144,1.138,3,1055.848,1381.629,6748.7,9.377,9.377,468.013,288,551.162,1.129,0.998,6.005,1.019,0,0.088,0.954,0.998
1153,1.138,3,981.858,1378.859,6749.384,9.209,9.209,465.324,288,550.568,1.126,0.998,5.983,1.019,0,0.085,0.954,0.999
1162,1.138,3,1412.922,1392.601,6761.326,10.025,10.025,477.142,288,552.978,1.144,0.998,6.077,1.019,0,0.099,0.954,1
1171,1.138,3,3469.036,1311.262,6645.722,5.503,5.503,585.944,288,565.911,1.206,0.998,6.611,1.019,33.391,0.24,0.955,0.975
1180,1.138,3,1209.475,1317.97,6649.688,5.844,5.844,511.287,288,554.956,1.129,0.998,6.157,1.019,26.192,0.151,0.955,0.976
1189,1.138,3,356.795,1334.734,6661.676,6.746,6.746,471.552,288,549.794,1.097,0.998,5.955,1.019,15.276,0.098,0.955,0.977
1198,1.138,3,351.27,1351.841,6675.407,7.696,7.696,461.238,288,549.489,1.098,0.998,5.945,1.019,5.662,0.079,0.955,0.978
1207,1.138,3,839.08,1374.012,6693.239,8.957,8.957,473.057,288,552.336,1.12,0.998,6.056,1.019,0,0.089,0.955,0.979
1216,1.138,3,1204.907,1386.998,6704.743,9.716,9.716,483.205,288,554.459,1.136,0.998,6.14,1.019,0,0.1,0.955,0.98
1225,1.138,3,1751.96,1400.918,6717.096,10.553,10.553,499.236,288,557.512,1.16,0.998,6.263,1.019,0,0.119,0.955,0.981
1234,1.138,3,2357.621,1411.211,6727.044,11.187,11.187,517.211,288,560.703,1.184,0.998,6.394,1.019,0,0.139,0.955,0.982
1243,1.138,3,2698.871,1414.84,6732.21,11.408,11.408,527.07,288,562.389,1.197,0.998,6.465,1.019,0,0.151,0.955,0.983
1252,1.138,3,3430.192,1418.256,6737.554,11.63,11.63,548.626,288,565.778,1.224,0.998,6.609,1.019,0,0.176,0.955,0.984
1261,1.138,3,4293.227,1416.526,6739.541,11.538,11.538,574.016,288,569.293,1.253,0.998,6.762,1.019,0,0.206,0.955,0.985
1270,1.138,3,5135.282,1410.663,6738.75,11.188,11.188,597.493,288,572.586,1.279,0.998,6.91,1.019,0,0.235,0.955,0.986
1279,1.138,3,6191.349,1397.97,6733.812,10.432,10.432,626.848,288,576.305,1.309,0.998,7.08,1.019,0,0.271,0.955,0.987
1288,1.138,3,6873.331,1386.057,6729.188,9.721,9.721,646.336,288,578.239,1.325,0.998,7.171,1.019,0,0.296,0.955,0.988
1297,1.138,3,7388.63,1354.327,6711.997,7.886,7.886,668.29,288,579.143,1.33,0.998,7.214,1.019,15.978,0.333,0.955,0.989
1306,1.138,3,6802.033,1335.321,6702.195,6.815,6.815,656.865,288,576.632,1.309,0.998,7.095,1.019,24.726,0.324,0.955,0.99
1315,1.138,3,5115.149,1315.299,6690.752,5.711,5.711,616.76,288,570.141,1.256,0.998,6.798,1.019,32.328,0.281,0.955,0.991
1324,1.138,3,4596.595,1312.035,6690.805,5.53,5.53,602.634,288,567.93,1.24,0.998,6.7,1.019,32.965,0.265,0.955,0.992
1333,1.138,3,2806.466,1308.2,6688.931,5.313,5.313,552.39,288,560.313,1.183,0.998,6.376,1.019,32.191,0.207,0.955,0.993
1342,1.138,3,1520.012,1312.705,6692.641,5.539,5.539,510.075,288,553.777,1.139,0.998,6.112,1.019,27.918,0.156,0.955,0.994
1351,1.138,3,456.378,1328.32,6703.624,6.374,6.374,466.023,288,547.811,1.1,0.998,5.882,1.019,17.034,0.098,0.955,0.995
1360,1.138,3,276.699,1343.308,6715.467,7.191,7.191,450.6,288,546.43,1.094,0.998,5.831,1.019,8.426,0.074,0.955,0.996
1369,1.138,3,424.894,1354.417,6725.378,7.806,7.806,450.606,288,547.196,1.101,0.998,5.861,1.019,2.205,0.07,0.955,0.997
1378,1.138,3,685.134,1366.677,6736.268,8.506,8.506,457.031,288,548.704,1.113,0.998,5.918,1.019,0,0.076,0.955,0.998
1387,1.138,3,1030.41,1380.421,6748.17,9.298,9.298,466.293,288,550.639,1.128,0.998,5.993,1.019,0,0.087,0.955,0.999
1396,1.138,3,1174.869,1385.271,6754.023,9.586,9.586,469.781,288,551.373,1.134,0.998,6.022,1.019,0,0.091,0.955,1
1405,1.138,3,5398.776,1320.221,6651.198,5.994,5.994,637.302,288,573.385,1.267,0.998,6.953,1.019,31.704,0.299,0.956,0.975
1414,1.138,3,2842.484,1310.864,6645.022,5.473,5.473,566,288,562.553,1.186,0.998,6.476,1.019,33.063,0.217,0.956,0.976
1423,1.138,3,739.751,1324.304,6653.333,6.175,6.175,490.559,288,552.094,1.112,0.998,6.052,1.019,21.88,0.125,0.956,0.977
1432,1.138,3,427.693,1356.399,6676.262,7.948,7.948,461.714,288,549.789,1.102,0.998,5.964,1.019,3.236,0.078,0.956,0.978
1441,1.138,3,713.51,1368.849,6687.413,8.655,8.655,468.951,288,551.457,1.115,0.998,6.029,1.019,0,0.084,0.956,0.979
1450,1.138,3,1037.204,1380.996,6698.386,9.36,9.36,477.981,288,553.203,1.129,0.998,6.098,1.019,0,0.095,0.956,0.98
1459,1.138,3,1581.551,1396.985,6712.09,10.31,10.31,493.639,288,556.34,1.152,0.998,6.224,1.019,0,0.113,0.956,0.981
1468,1.138,3,1833.312,1402.808,6718.76,10.667,10.667,500.597,288,557.607,1.163,0.998,6.275,1.019,0,0.121,0.956,0.982
1477,1.138,3,2511.211,1413.149,6728.703,11.299,11.299,520.816,288,561.154,1.19,0.998,6.422,1.019,0,0.144,0.956,0.983
1486,1.138,3,2882.27,1415.868,6733.342,11.472,11.472,531.454,288,562.866,1.204,0.998,6.494,1.019,0,0.157,0.956,0.984
1495,1.138,3,4026.205,1417.501,6737.807,11.589,11.589,565.246,288,568.104,1.244,0.998,6.72,1.019,0,0.196,0.956,0.985
1504,1.138,3,4593.442,1414.811,6738.901,11.434,11.434,581.62,288,570.157,1.263,0.998,6.81,1.019,0,0.216,0.956,0.986
1513,1.138,3,5806.915,1402.801,6734.428,10.714,10.714,615.236,288,574.652,1.298,0.998,7.014,1.019,0,0.257,0.956,0.987
1522,1.138,3,6943.081,1384.468,6726.022,9.624,9.624,648.326,288,578.276,1.327,0.998,7.184,1.019,0,0.299,0.956,0.988
1531,1.138,3,7396.72,1357.341,6711.686,8.051,8.051,667.107,288,578.989,1.331,0.998,7.217,1.019,14.076,0.331,0.956,0.989
1540,1.138,3,7253.606,1347.923,6708.17,7.516,7.516,664.837,288,578.135,1.325,0.998,7.177,1.019,18.615,0.331,0.956,0.99
1549,1.138,3,4914.983,1314.181,6687.586,5.649,5.649,610.995,288,568.966,1.25,0.998,6.756,1.019,32.071,0.275,0.956,0.991
1558,1.138,3,4053.096,1309.959,6686.587,5.411,5.411,587.751,288,565.493,1.223,0.998,6.604,1.019,33.016,0.249,0.956,0.992
1567,1.138,3,3282.435,1308.371,6687.302,5.318,5.318,565.759,288,562.151,1.198,0.998,6.462,1.019,32.952,0.223,0.956,0.993
1576,1.138,3,1059.442,1316.887,6692.4,5.756,5.756,492.853,288,551.244,1.123,0.998,6.021,1.019,24.571,0.134,0.956,0.994
1585,1.138,3,444.672,1328.524,6701.44,6.378,6.378,465.087,288,547.545,1.1,0.998,5.88,1.019,16.902,0.097,0.956,0.995
1594,1.138,3,290.029,1343.111,6713.085,7.178,7.178,450.91,288,546.314,1.095,0.998,5.834,1.019,8.382,0.075,0.956,0.996
1603,1.138,3,462.27,1356.03,6724.228,7.899,7.899,451.103,288,547.25,1.103,0.998,5.87,1.019,1.505,0.07,0.956,0.997
1612,1.138,3,806.179,1371.9,6737.561,8.802,8.802,460.105,288,549.247,1.118,0.998,5.947,1.019,0,0.079,0.956,0.998
1621,1.138,3,933.706,1377.037,6743.566,9.096,9.096,463.185,288,549.839,1.124,0.998,5.97,1.019,0,0.083,0.956,0.999
1630,1.138,3,1037.037,1379.987,6748.188,9.276,9.276,465.579,288,550.28,1.128,0.998,5.987,1.019,0,0.086,0.956,1
1639,1.138,3,6650.939,1335.952,6660.021,6.863,6.863,666.354,288,577.857,1.306,0.998,7.173,1.019,25.331,0.33,0.957,0.975
