Index,Lever position (lp)_24,Ship speed (v) [knots]_24,Gas Turbine (GT) shaft torque (GTT) [kN m]_24,GT rate of revolutions (GTn) [rpm]_24,Gas Generator rate of revolutions (GGn) [rpm]_24,Starboard Propeller Torque (Ts) [kN]_24,Port Propeller Torque (Tp) [kN]_24,Hight Pressure (HP) Turbine exit temperature (T48) [C]_24,GT Compressor inlet air temperature (T1) [C]_24,GT Compressor outlet air temperature (T2) [C]_24,HP Turbine exit pressure (P48) [bar]_24,GT Compressor inlet air pressure (P1) [bar]_24,GT Compressor outlet air pressure (P2) [bar]_24,GT exhaust gas pressure (Pexh) [bar]_24,Turbine Injecton Control (TIC) [%]_24,Fuel flow (mf) [kg/s]_24,GT Compressor decay state coefficient_24,GT Turbine decay state coefficient_24
476,8.206,24,50996.44,3087.547,9317.32,438.009,438.009,950.762,288,741.118,3.578,0.998,18.639,1.041,62.361,1.235,0.952,0.975
485,8.206,24,50996.907,3087.57,9317.695,438.111,438.111,949.713,288,740.953,3.577,0.998,18.618,1.041,62.264,1.233,0.952,0.976
494,8.206,24,50997.245,3087.59,9318.067,438.135,438.135,948.666,288,740.788,3.576,0.998,18.596,1.041,62.166,1.231,0.952,0.977
503,8.206,24,50997.479,3087.606,9318.436,438.089,438.089,947.622,288,740.623,3.575,0.998,18.575,1.041,62.069,1.229,0.952,0.978
512,8.206,24,50997.711,3087.616,9318.804,438.108,438.108,946.581,288,740.46,3.574,0.998,18.553,1.041,61.972,1.227,0.952,0.979
521,8.206,24,50997.826,3087.625,9319.169,438.149,438.149,945.543,288,740.296,3.573,0.998,18.532,1.041,61.875,1.225,0.952,0.98
530,8.206,24,50997.874,3087.63,9319.533,437.993,437.993,944.507,288,740.134,3.572,0.998,18.511,1.041,61.778,1.223,0.952,0.981
539,8.206,24,50997.84,3087.631,9319.894,438,438,943.474,288,739.971,3.571,0.998,18.489,1.041,61.682,1.221,0.952,0.982
548,8.206,24,50997.746,3087.629,9320.253,437.994,437.994,942.444,288,739.809,3.571,0.998,18.468,1.041,61.585,1.219,0.952,0.983
557,8.206,24,50997.633,3087.626,9320.612,438.071,438.071,941.417,288,739.648,3.57,0.998,18.447,1.041,61.489,1.217,0.952,0.984
566,8.206,24,50997.542,3087.624,9320.97,438.033,438.033,940.393,288,739.487,3.569,0.998,18.425,1.041,61.393,1.215,0.952,0.985
575,8.206,24,50997.437,3087.622,9321.328,438.131,438.131,939.372,288,739.327,3.568,0.998,18.404,1.041,61.297,1.214,0.952,0.986
584,8.206,24,50997.285,3087.622,9321.684,438.089,438.089,938.354,288,739.168,3.567,0.998,18.383,1.041,61.202,1.212,0.952,0.987
593,8.206,24,50997.182,3087.619,9322.041,438.085,438.085,937.339,288,739.009,3.566,0.998,18.362,1.041,61.107,1.21,0.952,0.988
602,8.206,24,50997.083,3087.617,9322.397,438.132,438.132,936.327,288,738.851,3.565,0.998,18.341,1.041,61.012,1.208,0.952,0.989
611,8.206,24,50996.968,3087.615,9322.752,438.132,438.132,935.318,288,738.694,3.564,0.998,18.32,1.041,60.917,1.206,0.952,0.99
620,8.206,24,50996.852,3087.612,9323.107,437.98,437.98,934.312,288,738.537,3.563,0.998,18.299,1.041,60.822,1.204,0.952,0.991
629,8.206,24,50996.746,3087.61,9323.461,438.123,438.123,933.309,288,738.38,3.563,0.998,18.278,1.041,60.728,1.202,0.952,0.992
638,8.206,24,50995.932,3087.594,9323.835,437.973,437.973,932.288,288,738.226,3.562,0.998,18.257,1.041,60.632,1.2,0.952,0.993
647,8.206,24,50995.368,3087.576,9324.229,438.048,438.048,931.266,288,738.073,3.561,0.998,18.237,1.041,60.536,1.198,0.952,0.994
656,8.206,24,50995.049,3087.568,9324.626,438.102,438.102,930.249,288,737.922,3.56,0.998,18.216,1.041,60.441,1.197,0.952,0.995
665,8.206,24,50994.85,3087.563,9325.025,438.051,438.051,929.236,288,737.772,3.559,0.998,18.196,1.041,60.347,1.195,0.952,0.996
674,8.206,24,50994.72,3087.559,9325.424,438.06,438.06,928.226,288,737.623,3.558,0.998,18.176,1.041,60.253,1.193,0.952,0.997
683,8.206,24,50994.591,3087.555,9325.823,437.962,437.962,927.219,288,737.474,3.557,0.998,18.155,1.041,60.159,1.191,0.952,0.998
692,8.206,24,50994.536,3087.552,9326.221,438.052,438.052,926.215,288,737.326,3.557,0.998,18.135,1.041,60.065,1.189,0.952,0.999
701,8.206,24,50994.481,3087.549,9326.619,438.008,438.008,925.215,288,737.179,3.556,0.998,18.115,1.041,59.971,1.187,0.952,1
710,8.206,24,50996.237,3087.541,9316.701,438.135,438.135,950.084,288,740.793,3.578,0.998,18.642,1.041,62.322,1.234,0.953,0.975
719,8.206,24,50996.704,3087.565,9317.076,437.995,437.995,949.034,288,740.627,3.578,0.998,18.621,1.041,62.225,1.232,0.953,0.976
728,8.206,24,50997.111,3087.582,9317.449,438.092,438.092,947.987,288,740.462,3.577,0.998,18.599,1.041,62.127,1.23,0.953,0.977
737,8.206,24,50997.39,3087.598,9317.819,438.136,438.136,946.943,288,740.298,3.576,0.998,18.578,1.041,62.03,1.228,0.953,0.978
746,8.206,24,50997.561,3087.611,9318.187,438.136,438.136,945.902,288,740.133,3.575,0.998,18.557,1.041,61.933,1.226,0.953,0.979
755,8.206,24,50997.711,3087.62,9318.553,438.112,438.112,944.863,288,739.97,3.574,0.998,18.535,1.041,61.836,1.224,0.953,0.98
764,8.206,24,50997.758,3087.627,9318.918,438.118,438.118,943.827,288,739.807,3.573,0.998,18.514,1.041,61.739,1.222,0.953,0.981
773,8.206,24,50997.742,3087.628,9319.28,437.998,437.998,942.794,288,739.644,3.572,0.998,18.493,1.041,61.642,1.22,0.953,0.982
782,8.206,24,50997.661,3087.625,9319.639,438.139,438.139,941.764,288,739.482,3.571,0.998,18.471,1.041,61.546,1.218,0.953,0.983
791,8.206,24,50997.52,3087.625,9319.998,438.037,438.037,940.736,288,739.32,3.57,0.998,18.45,1.041,61.45,1.217,0.953,0.984
800,8.206,24,50997.436,3087.622,9320.357,437.992,437.992,939.712,288,739.159,3.57,0.998,18.429,1.041,61.354,1.215,0.953,0.985
809,8.206,24,50997.315,3087.62,9320.715,438.137,438.137,938.69,288,738.999,3.569,0.998,18.408,1.041,61.258,1.213,0.953,0.986
818,8.206,24,50997.22,3087.617,9321.072,438.135,438.135,937.672,288,738.839,3.568,0.998,18.387,1.041,61.162,1.211,0.953,0.987
827,8.206,24,50997.095,3087.616,9321.429,438.062,438.062,936.657,288,738.68,3.567,0.998,18.365,1.041,61.067,1.209,0.953,0.988
836,8.206,24,50996.966,3087.614,9321.785,438.015,438.015,935.644,288,738.521,3.566,0.998,18.344,1.041,60.972,1.207,0.953,0.989
845,8.206,24,50996.892,3087.611,9322.141,438.018,438.018,934.635,288,738.363,3.565,0.998,18.323,1.041,60.877,1.205,0.953,0.99
854,8.206,24,50996.79,3087.608,9322.496,438.021,438.021,933.629,288,738.206,3.564,0.998,18.302,1.041,60.783,1.203,0.953,0.991
863,8.206,24,50996.151,3087.599,9322.865,438.099,438.099,932.608,288,738.05,3.563,0.998,18.282,1.041,60.686,1.201,0.953,0.992
872,8.206,24,50995.395,3087.58,9323.257,437.992,437.992,931.582,288,737.896,3.562,0.998,18.261,1.041,60.59,1.2,0.953,0.993
881,8.206,24,50995.069,3087.569,9323.655,438.099,438.099,930.562,288,737.744,3.562,0.998,18.241,1.041,60.495,1.198,0.953,0.994
890,8.206,24,50994.936,3087.561,9324.055,438.11,438.11,929.545,288,737.593,3.561,0.998,18.22,1.041,60.4,1.196,0.953,0.995
899,8.206,24,50994.819,3087.555,9324.455,438.051,438.051,928.531,288,737.443,3.56,0.998,18.2,1.041,60.306,1.194,0.953,0.996
908,8.206,24,50994.708,3087.552,9324.855,438.04,438.04,927.521,288,737.293,3.559,0.998,18.179,1.041,60.212,1.192,0.953,0.997
917,8.206,24,50994.573,3087.551,9325.254,437.963,437.963,926.514,288,737.144,3.558,0.998,18.159,1.041,60.118,1.19,0.953,0.998
926,8.206,24,50994.486,3087.55,9325.653,438.101,438.101,925.51,288,736.996,3.557,0.998,18.139,1.041,60.024,1.188,0.953,0.999
935,8.206,24,50994.433,3087.547,9326.051,438.074,438.074,924.51,288,736.849,3.557,0.998,18.119,1.041,59.93,1.186,0.953,1
944,8.206,24,50996.054,3087.533,9316.082,438.04,438.04,949.407,288,740.468,3.579,0.998,18.646,1.041,62.283,1.233,0.954,0.975
953,8.206,24,50996.525,3087.558,9316.458,437.993,437.993,948.357,288,740.303,3.578,0.998,18.624,1.041,62.186,1.231,0.954,0.976
962,8.206,24,50996.937,3087.577,9316.832,438.033,438.033,947.31,288,740.137,3.577,0.998,18.603,1.041,62.088,1.229,0.954,0.977
971,8.206,24,50997.237,3087.593,9317.203,438.146,438.146,946.266,288,739.972,3.576,0.998,18.581,1.041,61.991,1.227,0.954,0.978
980,8.206,24,50997.413,3087.607,9317.571,438.02,438.02,945.224,288,739.808,3.576,0.998,18.56,1.041,61.894,1.225,0.954,0.979
989,8.206,24,50997.574,3087.615,9317.938,438.141,438.141,944.185,288,739.644,3.575,0.998,18.539,1.041,61.797,1.223,0.954,0.98
998,8.206,24,50997.667,3087.621,9318.303,438.002,438.002,943.149,288,739.48,3.574,0.998,18.517,1.041,61.7,1.221,0.954,0.981
1007,8.206,24,50997.694,3087.622,9318.666,438.035,438.035,942.115,288,739.317,3.573,0.998,18.496,1.041,61.603,1.22,0.954,0.982
1016,8.206,24,50997.566,3087.623,9319.026,438.075,438.075,941.085,288,739.155,3.572,0.998,18.475,1.041,61.507,1.218,0.954,0.983
1025,8.206,24,50997.407,3087.622,9319.386,437.982,437.982,940.057,288,738.993,3.571,0.998,18.453,1.041,61.41,1.216,0.954,0.984
1034,8.206,24,50997.36,3087.618,9319.745,438.027,438.027,939.032,288,738.831,3.57,0.998,18.432,1.041,61.314,1.214,0.954,0.985
1043,8.206,24,50997.233,3087.617,9320.103,438.073,438.073,938.01,288,738.67,3.569,0.998,18.411,1.041,61.219,1.212,0.954,0.986
1052,8.206,24,50997.097,3087.616,9320.461,438.13,438.13,936.992,288,738.51,3.568,0.998,18.39,1.041,61.123,1.21,0.954,0.987
1061,8.206,24,50997.003,3087.613,9320.818,437.981,437.981,935.976,288,738.351,3.568,0.998,18.369,1.041,61.028,1.208,0.954,0.988
1070,8.206,24,50996.909,3087.61,9321.175,438.129,438.129,934.963,288,738.192,3.567,0.998,18.348,1.041,60.933,1.206,0.954,0.989
1079,8.206,24,50996.773,3087.609,9321.531,437.983,437.983,933.954,288,738.034,3.566,0.998,18.327,1.041,60.838,1.204,0.954,0.99
1088,8.206,24,50996.355,3087.6,9321.897,438.126,438.126,932.934,288,737.876,3.565,0.998,18.306,1.041,60.742,1.203,0.954,0.991
1097,8.206,24,50995.504,3087.581,9322.285,437.969,437.969,931.903,288,737.721,3.564,0.998,18.285,1.041,60.645,1.201,0.954,0.992
1106,8.206,24,50995.133,3087.568,9322.683,438.115,438.115,930.879,288,737.568,3.563,0.998,18.265,1.041,60.55,1.199,0.954,0.993
1115,8.206,24,50994.961,3087.56,9323.084,438.038,438.038,929.859,288,737.416,3.562,0.998,18.244,1.041,60.454,1.197,0.954,0.994
1124,8.206,24,50994.812,3087.557,9323.485,438.104,438.104,928.842,288,737.265,3.562,0.998,18.224,1.041,60.36,1.195,0.954,0.995
1133,8.206,24,50994.73,3087.551,9323.886,438,438,927.829,288,737.114,3.561,0.998,18.204,1.041,60.265,1.193,0.954,0.996
1142,8.206,24,50994.618,3087.55,9324.287,437.961,437.961,926.818,288,736.964,3.56,0.998,18.183,1.041,60.171,1.191,0.954,0.997
1151,8.206,24,50994.543,3087.548,9324.687,438.022,438.022,925.811,288,736.815,3.559,0.998,18.163,1.041,60.077,1.189,0.954,0.998
1160,8.206,24,50994.493,3087.545,9325.086,437.969,437.969,924.807,288,736.667,3.558,0.998,18.143,1.041,59.983,1.187,0.954,0.999
1169,8.206,24,50994.371,3087.545,9325.485,438.114,438.114,923.806,288,736.519,3.557,0.998,18.123,1.041,59.889,1.186,0.954,1
1178,8.206,24,50995.885,3087.525,9315.465,437.963,437.963,948.732,288,740.145,3.58,0.998,18.649,1.041,62.244,1.232,0.955,0.975
1187,8.206,24,50996.382,3087.55,9315.841,438.131,438.131,947.682,288,739.978,3.579,0.998,18.628,1.041,62.147,1.23,0.955,0.976
1196,8.206,24,50996.82,3087.569,9316.216,438.094,438.094,946.634,288,739.813,3.578,0.998,18.606,1.041,62.049,1.228,0.955,0.977
1205,8.206,24,50997.093,3087.587,9316.587,438.09,438.09,945.589,288,739.647,3.577,0.998,18.585,1.041,61.952,1.226,0.955,0.978
1214,8.206,24,50997.327,3087.6,9316.957,438.134,438.134,944.547,288,739.483,3.576,0.998,18.563,1.041,61.855,1.225,0.955,0.979
1223,8.206,24,50997.452,3087.61,9317.324,438.136,438.136,943.508,288,739.318,3.575,0.998,18.542,1.041,61.758,1.223,0.955,0.98
1232,8.206,24,50997.534,3087.617,9317.69,437.994,437.994,942.472,288,739.154,3.575,0.998,18.521,1.041,61.661,1.221,0.955,0.981
1241,8.206,24,50997.545,3087.621,9318.053,438.117,438.117,941.438,288,738.991,3.574,0.998,18.499,1.041,61.564,1.219,0.955,0.982
1250,8.206,24,50997.466,3087.62,9318.414,438.092,438.092,940.407,288,738.828,3.573,0.998,18.478,1.041,61.468,1.217,0.955,0.983
1259,8.206,24,50997.371,3087.617,9318.774,437.988,437.988,939.379,288,738.666,3.572,0.998,18.457,1.041,61.371,1.215,0.955,0.984
1268,8.206,24,50997.285,3087.614,9319.133,438.04,438.04,938.354,288,738.504,3.571,0.998,18.436,1.041,61.275,1.213,0.955,0.985
1277,8.206,24,50997.098,3087.615,9319.492,438.129,438.129,937.332,288,738.343,3.57,0.998,18.414,1.041,61.179,1.211,0.955,0.986
1286,8.206,24,50997.029,3087.612,9319.85,437.984,437.984,936.313,288,738.183,3.569,0.998,18.393,1.041,61.084,1.209,0.955,0.987
1295,8.206,24,50996.943,3087.608,9320.208,438.135,438.135,935.297,288,738.023,3.568,0.998,18.372,1.041,60.988,1.207,0.955,0.988
1304,8.206,24,50996.804,3087.608,9320.565,437.98,437.98,934.284,288,737.863,3.567,0.998,18.351,1.041,60.893,1.205,0.955,0.989
1313,8.206,24,50996.501,3087.601,9320.929,438.122,438.122,933.265,288,737.705,3.567,0.998,18.33,1.041,60.797,1.204,0.955,0.99
1322,8.206,24,50995.658,3087.582,9321.312,438.013,438.013,932.23,288,737.548,3.566,0.998,18.309,1.041,60.7,1.202,0.955,0.991
1331,8.206,24,50995.214,3087.567,9321.71,438.103,438.103,931.202,288,737.394,3.565,0.998,18.289,1.041,60.604,1.2,0.955,0.992
1340,8.206,24,50994.999,3087.56,9322.112,438.08,438.08,930.178,288,737.241,3.564,0.998,18.268,1.041,60.509,1.198,0.955,0.993
1349,8.206,24,50994.846,3087.556,9322.514,438.005,438.005,929.158,288,737.089,3.563,0.998,18.248,1.041,60.414,1.196,0.955,0.994
1358,8.206,24,50994.763,3087.551,9322.916,438.041,438.041,928.141,288,736.937,3.562,0.998,18.228,1.041,60.319,1.194,0.955,0.995
1367,8.206,24,50994.68,3087.548,9323.318,438.108,438.108,927.128,288,736.786,3.562,0.998,18.207,1.041,60.224,1.192,0.955,0.996
1376,8.206,24,50994.595,3087.546,9323.719,438.067,438.067,926.117,288,736.636,3.561,0.998,18.187,1.041,60.13,1.19,0.955,0.997
1385,8.206,24,50994.507,3087.545,9324.12,438.108,438.108,925.11,288,736.487,3.56,0.998,18.167,1.041,60.036,1.189,0.955,0.998
1394,8.206,24,50994.406,3087.544,9324.52,437.946,437.946,924.105,288,736.338,3.559,0.998,18.147,1.041,59.942,1.187,0.955,0.999
1403,8.206,24,50994.339,3087.543,9324.919,437.953,437.953,923.104,288,736.19,3.558,0.998,18.126,1.041,59.848,1.185,0.955,1
1412,8.206,24,50995.721,3087.516,9314.848,438.113,438.113,948.058,288,739.822,3.581,0.998,18.652,1.041,62.205,1.231,0.956,0.975
1421,8.206,24,50996.233,3087.542,9315.226,437.984,437.984,947.008,288,739.655,3.58,0.998,18.631,1.041,62.108,1.23,0.956,0.976
1430,8.206,24,50996.615,3087.564,9315.6,438.128,438.128,945.959,288,739.489,3.579,0.998,18.61,1.041,62.01,1.228,0.956,0.977
1439,8.206,24,50996.969,3087.58,9315.973,438.101,438.101,944.914,288,739.323,3.578,0.998,18.588,1.041,61.913,1.226,0.956,0.978
1448,8.206,24,50997.126,3087.597,9316.343,438.123,438.123,943.872,288,739.158,3.577,0.998,18.567,1.041,61.816,1.224,0.956,0.979
1457,8.206,24,50997.321,3087.606,9316.711,438.08,438.08,942.833,288,738.993,3.576,0.998,18.545,1.041,61.719,1.222,0.956,0.98
1466,8.206,24,50997.417,3087.613,9317.077,438.136,438.136,941.796,288,738.829,3.575,0.998,18.524,1.041,61.622,1.22,0.956,0.981
1475,8.206,24,50997.474,3087.615,9317.441,438.047,438.047,940.762,288,738.666,3.574,0.998,18.503,1.041,61.525,1.218,0.956,0.982
1484,8.206,24,50997.392,3087.615,9317.803,438.052,438.052,939.73,288,738.502,3.574,0.998,18.482,1.041,61.428,1.216,0.956,0.983
1493,8.206,24,50997.262,3087.614,9318.163,437.987,437.987,938.702,288,738.34,3.573,0.998,18.46,1.041,61.332,1.214,0.956,0.984
1502,8.206,24,50997.164,3087.612,9318.523,437.986,437.986,937.677,288,738.178,3.572,0.998,18.439,1.041,61.236,1.212,0.956,0.985
1511,8.206,24,50997.096,3087.608,9318.882,438.029,438.029,936.654,288,738.016,3.571,0.998,18.418,1.041,61.14,1.21,0.956,0.986
1520,8.206,24,50996.979,3087.607,9319.241,438.106,438.106,935.635,288,737.855,3.57,0.998,18.397,1.041,61.044,1.208,0.956,0.987
1529,8.206,24,50996.816,3087.607,9319.599,437.979,437.979,934.619,288,737.695,3.569,0.998,18.376,1.041,60.949,1.207,0.956,0.988
1538,8.206,24,50996.632,3087.604,9319.96,438.124,438.124,933.602,288,737.536,3.568,0.998,18.355,1.041,60.853,1.205,0.956,0.989
1547,8.206,24,50995.892,3087.586,9320.341,438.123,438.123,932.562,288,737.377,3.567,0.998,18.334,1.041,60.756,1.203,0.956,0.99
1556,8.206,24,50995.253,3087.569,9320.737,437.975,437.975,931.53,288,737.222,3.566,0.998,18.313,1.041,60.659,1.201,0.956,0.991
1565,8.206,24,50995.047,3087.559,9321.14,438.002,438.002,930.503,288,737.068,3.566,0.998,18.293,1.041,60.564,1.199,0.956,0.992
1574,8.206,24,50994.911,3087.554,9321.543,438.123,438.123,929.479,288,736.914,3.565,0.998,18.272,1.041,60.468,1.197,0.956,0.993
1583,8.206,24,50994.775,3087.551,9321.946,437.964,437.964,928.459,288,736.762,3.564,0.998,18.252,1.041,60.373,1.195,0.956,0.994
1592,8.206,24,50994.672,3087.549,9322.349,438.064,438.064,927.442,288,736.61,3.563,0.998,18.231,1.041,60.278,1.193,0.956,0.995
1601,8.206,24,50994.573,3087.547,9322.751,437.965,437.965,926.428,288,736.459,3.562,0.998,18.211,1.041,60.184,1.191,0.956,0.996
1610,8.206,24,50994.534,3087.544,9323.153,438.032,438.032,925.417,288,736.309,3.562,0.998,18.191,1.041,60.089,1.19,0.956,0.997
1619,8.206,24,50994.49,3087.542,9323.554,438.041,438.041,924.41,288,736.159,3.561,0.998,18.17,1.041,59.995,1.188,0.956,0.998
