Index,Lever position (lp)_21,Ship speed (v) [knots]_21,Gas Turbine (GT) shaft torque (GTT) [kN m]_21,GT rate of revolutions (GTn) [rpm]_21,Gas Generator rate of revolutions (GGn) [rpm]_21,Starboard Propeller Torque (Ts) [kN]_21,Port Propeller Torque (Tp) [kN]_21,Hight Pressure (HP) Turbine exit temperature (T48) [C]_21,GT Compressor inlet air temperature (T1) [C]_21,GT Compressor outlet air temperature (T2) [C]_21,HP Turbine exit pressure (P48) [bar]_21,GT Compressor inlet air pressure (P1) [bar]_21,GT Compressor outlet air pressure (P2) [bar]_21,GT exhaust gas pressure (Pexh) [bar]_21,Turbine Injecton Control (TIC) [%]_21,Fuel flow (mf) [kg/s]_21,GT Compressor decay state coefficient_21,GT Turbine decay state coefficient_21
97,7.148,21,38978.199,2678.082,9137.443,332.044,332.044,844.398,288,698.223,2.957,0.998,15.507,1.035,45.07,0.892,0.95,0.985
106,7.148,21,38977.811,2678.079,9137.95,332.138,332.138,843.367,288,698.053,2.957,0.998,15.49,1.035,44.989,0.891,0.95,0.986
115,7.148,21,38977.355,2678.079,9138.456,332.161,332.161,842.338,288,697.883,2.956,0.998,15.473,1.035,44.908,0.889,0.95,0.987
124,7.148,21,38977.062,2678.077,9138.963,332.158,332.158,841.313,288,697.714,2.955,0.998,15.456,1.035,44.828,0.888,0.95,0.988
133,7.148,21,38976.661,2678.075,9139.469,332.072,332.072,840.29,288,697.546,2.955,0.998,15.439,1.035,44.747,0.886,0.95,0.989
142,7.148,21,38976.329,2678.077,9139.976,332.101,332.101,839.27,288,697.378,2.954,0.998,15.423,1.035,44.667,0.884,0.95,0.99
151,7.148,21,38976.119,2678.075,9140.483,332.145,332.145,838.254,288,697.211,2.954,0.998,15.406,1.035,44.587,0.883,0.95,0.991
160,7.148,21,38975.735,2678.076,9140.988,332.111,332.111,837.239,288,697.044,2.953,0.998,15.389,1.035,44.508,0.881,0.95,0.992
169,7.148,21,38975.494,2678.075,9141.495,332.06,332.06,836.228,288,696.877,2.952,0.998,15.372,1.035,44.428,0.88,0.95,0.993
178,7.148,21,38975.179,2678.075,9142,332.094,332.094,835.219,288,696.711,2.952,0.998,15.356,1.035,44.349,0.878,0.95,0.994
187,7.148,21,38974.892,2678.075,9142.505,332.105,332.105,834.213,288,696.546,2.951,0.998,15.339,1.035,44.27,0.877,0.95,0.995
196,7.148,21,38974.631,2678.075,9143.01,332.11,332.11,833.209,288,696.381,2.951,0.998,15.323,1.035,44.191,0.875,0.95,0.996
205,7.148,21,38974.378,2678.074,9143.514,332.038,332.038,832.209,288,696.216,2.95,0.998,15.306,1.035,44.112,0.873,0.95,0.997
214,7.148,21,38974.113,2678.074,9144.018,331.994,331.994,831.211,288,696.052,2.949,0.998,15.289,1.035,44.033,0.872,0.95,0.998
223,7.148,21,38973.845,2678.075,9144.522,332.117,332.117,830.215,288,695.888,2.949,0.998,15.273,1.035,43.955,0.87,0.95,0.999
232,7.148,21,38973.613,2678.074,9145.026,332.071,332.071,829.222,288,695.725,2.948,0.998,15.257,1.035,43.877,0.869,0.95,1
241,7.148,21,38982.867,2678.086,9131.922,332.176,332.176,854.058,288,699.633,2.964,0.998,15.682,1.035,45.845,0.908,0.951,0.975
250,7.148,21,38982.43,2678.085,9132.423,332.208,332.208,853.012,288,699.457,2.963,0.998,15.665,1.035,45.763,0.906,0.951,0.976
259,7.148,21,38982.016,2678.086,9132.924,332.139,332.139,851.969,288,699.282,2.963,0.998,15.647,1.035,45.682,0.904,0.951,0.977
268,7.148,21,38981.591,2678.088,9133.424,332.071,332.071,850.929,288,699.107,2.962,0.998,15.63,1.035,45.6,0.903,0.951,0.978
277,7.148,21,38981.209,2678.089,9133.925,332.094,332.094,849.892,288,698.933,2.962,0.998,15.613,1.035,45.518,0.901,0.951,0.979
286,7.148,21,38980.834,2678.088,9134.425,332.198,332.198,848.858,288,698.76,2.961,0.998,15.596,1.035,45.437,0.9,0.951,0.98
295,7.148,21,38980.444,2678.09,9134.925,332.128,332.128,847.826,288,698.587,2.96,0.998,15.579,1.035,45.356,0.898,0.951,0.981
304,7.148,21,38980.093,2678.09,9135.424,332.071,332.071,846.798,288,698.414,2.96,0.998,15.561,1.035,45.276,0.896,0.951,0.982
313,7.148,21,38979.684,2678.091,9135.923,332.108,332.108,845.771,288,698.242,2.959,0.998,15.544,1.035,45.195,0.895,0.951,0.983
322,7.148,21,38979.092,2678.083,9136.432,332.044,332.044,844.736,288,698.071,2.959,0.998,15.527,1.035,45.114,0.893,0.951,0.984
331,7.148,21,38978.678,2678.079,9136.941,332.132,332.132,843.703,288,697.901,2.958,0.998,15.51,1.035,45.033,0.892,0.951,0.985
340,7.148,21,38978.202,2678.08,9137.448,332.037,332.037,842.672,288,697.731,2.957,0.998,15.493,1.035,44.952,0.89,0.951,0.986
349,7.148,21,38977.87,2678.079,9137.955,332.127,332.127,841.644,288,697.562,2.957,0.998,15.476,1.035,44.871,0.888,0.951,0.987
358,7.148,21,38977.552,2678.076,9138.462,332.109,332.109,840.619,288,697.393,2.956,0.998,15.46,1.035,44.791,0.887,0.951,0.988
367,7.148,21,38977.226,2678.075,9138.969,332.147,332.147,839.597,288,697.225,2.956,0.998,15.443,1.035,44.711,0.885,0.951,0.989
376,7.148,21,38976.879,2678.075,9139.475,332.155,332.155,838.578,288,697.057,2.955,0.998,15.426,1.035,44.631,0.884,0.951,0.99
385,7.148,21,38976.641,2678.074,9139.982,332.11,332.11,837.562,288,696.89,2.954,0.998,15.409,1.035,44.551,0.882,0.951,0.991
394,7.148,21,38976.264,2678.074,9140.487,332.053,332.053,836.548,288,696.723,2.954,0.998,15.392,1.035,44.471,0.88,0.951,0.992
403,7.148,21,38976.011,2678.075,9140.993,332.143,332.143,835.537,288,696.556,2.953,0.998,15.376,1.035,44.392,0.879,0.951,0.993
412,7.148,21,38975.725,2678.074,9141.498,332.06,332.06,834.529,288,696.39,2.953,0.998,15.359,1.035,44.312,0.877,0.951,0.994
421,7.148,21,38975.439,2678.076,9142.004,332.014,332.014,833.523,288,696.225,2.952,0.998,15.342,1.035,44.233,0.876,0.951,0.995
430,7.148,21,38975.114,2678.077,9142.508,332.075,332.075,832.52,288,696.06,2.951,0.998,15.326,1.035,44.154,0.874,0.951,0.996
439,7.148,21,38974.897,2678.074,9143.013,332.03,332.03,831.52,288,695.895,2.951,0.998,15.309,1.035,44.076,0.873,0.951,0.997
448,7.148,21,38974.563,2678.075,9143.516,332.095,332.095,830.522,288,695.731,2.95,0.998,15.293,1.035,43.997,0.871,0.951,0.998
457,7.148,21,38974.385,2678.075,9144.021,332.011,332.011,829.528,288,695.567,2.95,0.998,15.276,1.035,43.919,0.87,0.951,0.999
466,7.148,21,38974.1,2678.076,9144.524,332.118,332.118,828.535,288,695.404,2.949,0.998,15.26,1.035,43.84,0.868,0.951,1
475,7.148,21,38983.463,2678.085,9131.415,332.224,332.224,853.371,288,699.311,2.965,0.998,15.685,1.035,45.809,0.907,0.952,0.975
484,7.148,21,38983.051,2678.086,9131.916,332.094,332.094,852.325,288,699.136,2.964,0.998,15.668,1.035,45.727,0.905,0.952,0.976
493,7.148,21,38982.581,2678.086,9132.416,332.112,332.112,851.283,288,698.961,2.963,0.998,15.651,1.035,45.646,0.904,0.952,0.977
502,7.148,21,38982.211,2678.086,9132.917,332.135,332.135,850.243,288,698.786,2.963,0.998,15.633,1.035,45.564,0.902,0.952,0.978
511,7.148,21,38981.809,2678.089,9133.417,332.176,332.176,849.207,288,698.612,2.962,0.998,15.616,1.035,45.483,0.901,0.952,0.979
520,7.148,21,38981.403,2678.088,9133.917,332.189,332.189,848.172,288,698.438,2.962,0.998,15.599,1.035,45.401,0.899,0.952,0.98
529,7.148,21,38981.054,2678.089,9134.417,332.195,332.195,847.142,288,698.265,2.961,0.998,15.582,1.035,45.32,0.897,0.952,0.981
538,7.148,21,38980.665,2678.088,9134.916,332.149,332.149,846.113,288,698.093,2.96,0.998,15.565,1.035,45.24,0.896,0.952,0.982
547,7.148,21,38980.045,2678.085,9135.424,332.19,332.19,845.077,288,697.921,2.96,0.998,15.548,1.035,45.158,0.894,0.952,0.983
556,7.148,21,38979.511,2678.08,9135.933,332.152,332.152,844.042,288,697.751,2.959,0.998,15.531,1.035,45.077,0.892,0.952,0.984
565,7.148,21,38979.14,2678.079,9136.44,332.165,332.165,843.009,288,697.581,2.959,0.998,15.514,1.035,44.996,0.891,0.952,0.985
574,7.148,21,38978.756,2678.078,9136.948,332.04,332.04,841.979,288,697.411,2.958,0.998,15.497,1.035,44.916,0.889,0.952,0.986
583,7.148,21,38978.447,2678.077,9137.455,332.049,332.049,840.952,288,697.242,2.957,0.998,15.48,1.035,44.835,0.888,0.952,0.987
592,7.148,21,38978.048,2678.077,9137.962,332.058,332.058,839.928,288,697.073,2.957,0.998,15.463,1.035,44.754,0.886,0.952,0.988
601,7.148,21,38977.774,2678.075,9138.469,332.162,332.162,838.906,288,696.905,2.956,0.998,15.446,1.035,44.674,0.885,0.952,0.989
610,7.148,21,38977.415,2678.076,9138.975,332.162,332.162,837.887,288,696.737,2.956,0.998,15.429,1.035,44.594,0.883,0.952,0.99
619,7.148,21,38977.114,2678.076,9139.481,332.025,332.025,836.872,288,696.569,2.955,0.998,15.412,1.035,44.514,0.881,0.952,0.991
628,7.148,21,38976.811,2678.076,9139.987,332.026,332.026,835.858,288,696.403,2.954,0.998,15.396,1.035,44.435,0.88,0.952,0.992
637,7.148,21,38976.515,2678.076,9140.492,332.15,332.15,834.848,288,696.236,2.954,0.998,15.379,1.035,44.355,0.878,0.952,0.993
646,7.148,21,38976.215,2678.075,9140.997,332.101,332.101,833.84,288,696.07,2.953,0.998,15.362,1.035,44.276,0.877,0.952,0.994
655,7.148,21,38975.929,2678.077,9141.503,332.037,332.037,832.835,288,695.904,2.953,0.998,15.346,1.035,44.197,0.875,0.952,0.995
664,7.148,21,38975.641,2678.075,9142.007,332.066,332.066,831.832,288,695.739,2.952,0.998,15.329,1.035,44.118,0.873,0.952,0.996
673,7.148,21,38975.4,2678.077,9142.512,332.014,332.014,830.833,288,695.575,2.951,0.998,15.313,1.035,44.039,0.872,0.952,0.997
682,7.148,21,38975.05,2678.078,9143.015,332.118,332.118,829.835,288,695.41,2.951,0.998,15.296,1.035,43.96,0.87,0.952,0.998
691,7.148,21,38974.824,2678.077,9143.519,332.01,332.01,828.841,288,695.247,2.95,0.998,15.28,1.035,43.882,0.869,0.952,0.999
700,7.148,21,38974.539,2678.078,9144.022,332.022,332.022,827.849,288,695.083,2.95,0.998,15.263,1.035,43.804,0.867,0.952,1
709,7.148,21,38984.061,2678.085,9130.908,332.22,332.22,852.684,288,698.991,2.965,0.998,15.689,1.035,45.773,0.906,0.953,0.975
718,7.148,21,38983.65,2678.085,9131.409,332.145,332.145,851.639,288,698.815,2.965,0.998,15.671,1.035,45.691,0.905,0.953,0.976
727,7.148,21,38983.212,2678.086,9131.91,332.188,332.188,850.597,288,698.64,2.964,0.998,15.654,1.035,45.61,0.903,0.953,0.977
736,7.148,21,38982.816,2678.087,9132.411,332.103,332.103,849.558,288,698.465,2.964,0.998,15.637,1.035,45.528,0.901,0.953,0.978
745,7.148,21,38982.405,2678.088,9132.911,332.095,332.095,848.522,288,698.291,2.963,0.998,15.619,1.035,45.447,0.9,0.953,0.979
754,7.148,21,38981.995,2678.088,9133.41,332.212,332.212,847.488,288,698.118,2.962,0.998,15.602,1.035,45.366,0.898,0.953,0.98
763,7.148,21,38981.602,2678.088,9133.91,332.187,332.187,846.458,288,697.945,2.962,0.998,15.585,1.035,45.285,0.897,0.953,0.981
772,7.148,21,38981.06,2678.086,9134.416,332.069,332.069,845.422,288,697.773,2.961,0.998,15.568,1.035,45.203,0.895,0.953,0.982
781,7.148,21,38980.455,2678.08,9134.925,332.063,332.063,844.385,288,697.602,2.961,0.998,15.551,1.035,45.122,0.893,0.953,0.983
790,7.148,21,38980.069,2678.078,9135.434,332.138,332.138,843.35,288,697.431,2.96,0.998,15.534,1.035,45.041,0.892,0.953,0.984
799,7.148,21,38979.685,2678.078,9135.941,332.115,332.115,842.318,288,697.261,2.959,0.998,15.517,1.035,44.96,0.89,0.953,0.985
808,7.148,21,38979.346,2678.076,9136.449,332.1,332.1,841.288,288,697.091,2.959,0.998,15.5,1.035,44.879,0.889,0.953,0.986
817,7.148,21,38978.949,2678.078,9136.956,332.102,332.102,840.261,288,696.922,2.958,0.998,15.483,1.035,44.798,0.887,0.953,0.987
826,7.148,21,38978.65,2678.075,9137.463,332.14,332.14,839.238,288,696.753,2.958,0.998,15.466,1.035,44.718,0.885,0.953,0.988
835,7.148,21,38978.325,2678.076,9137.969,332.17,332.17,838.217,288,696.585,2.957,0.998,15.449,1.035,44.638,0.884,0.953,0.989
844,7.148,21,38977.997,2678.076,9138.476,332.167,332.167,837.198,288,696.417,2.956,0.998,15.433,1.035,44.558,0.882,0.953,0.99
853,7.148,21,38977.624,2678.076,9138.981,332.028,332.028,836.183,288,696.25,2.956,0.998,15.416,1.035,44.478,0.881,0.953,0.991
862,7.148,21,38977.333,2678.075,9139.487,332.065,332.065,835.17,288,696.083,2.955,0.998,15.399,1.035,44.398,0.879,0.953,0.992
871,7.148,21,38977.006,2678.076,9139.992,332.099,332.099,834.16,288,695.916,2.955,0.998,15.382,1.035,44.319,0.877,0.953,0.993
880,7.148,21,38976.773,2678.076,9140.498,332.045,332.045,833.153,288,695.75,2.954,0.998,15.366,1.035,44.239,0.876,0.953,0.994
889,7.148,21,38976.439,2678.078,9141.003,332.092,332.092,832.148,288,695.585,2.953,0.998,15.349,1.035,44.16,0.874,0.953,0.995
898,7.148,21,38976.187,2678.077,9141.507,332.011,332.011,831.146,288,695.42,2.953,0.998,15.332,1.035,44.081,0.873,0.953,0.996
907,7.148,21,38975.879,2678.078,9142.011,332.07,332.07,830.146,288,695.255,2.952,0.998,15.316,1.035,44.002,0.871,0.953,0.997
916,7.148,21,38975.6,2678.078,9142.515,332.138,332.138,829.15,288,695.091,2.952,0.998,15.299,1.035,43.924,0.87,0.953,0.998
925,7.148,21,38975.334,2678.076,9143.019,332.08,332.08,828.156,288,694.927,2.951,0.998,15.283,1.035,43.846,0.868,0.953,0.999
934,7.148,21,38975.066,2678.077,9143.522,332.123,332.123,827.164,288,694.764,2.95,0.998,15.266,1.035,43.767,0.867,0.953,1
943,7.148,21,38984.647,2678.084,9130.403,332.203,332.203,851.999,288,698.67,2.966,0.998,15.692,1.035,45.738,0.906,0.954,0.975
952,7.148,21,38984.266,2678.086,9130.904,332.106,332.106,850.955,288,698.495,2.965,0.998,15.675,1.035,45.656,0.904,0.954,0.976
961,7.148,21,38983.839,2678.085,9131.405,332.186,332.186,849.913,288,698.32,2.965,0.998,15.657,1.035,45.574,0.902,0.954,0.977
970,7.148,21,38983.393,2678.088,9131.905,332.211,332.211,848.875,288,698.145,2.964,0.998,15.64,1.035,45.492,0.901,0.954,0.978
979,7.148,21,38983.008,2678.087,9132.405,332.102,332.102,847.839,288,697.971,2.964,0.998,15.623,1.035,45.411,0.899,0.954,0.979
988,7.148,21,38982.583,2678.088,9132.904,332.203,332.203,846.806,288,697.798,2.963,0.998,15.606,1.035,45.33,0.897,0.954,0.98
997,7.148,21,38982.03,2678.087,9133.408,332.213,332.213,845.77,288,697.625,2.962,0.998,15.588,1.035,45.248,0.896,0.954,0.981
1006,7.148,21,38981.453,2678.08,9133.918,332.19,332.19,844.731,288,697.454,2.962,0.998,15.571,1.035,45.167,0.894,0.954,0.982
1015,7.148,21,38980.987,2678.078,9134.427,332.137,332.137,843.694,288,697.283,2.961,0.998,15.554,1.035,45.086,0.893,0.954,0.983
1024,7.148,21,38980.639,2678.078,9134.936,332.189,332.189,842.659,288,697.112,2.961,0.998,15.537,1.035,45.005,0.891,0.954,0.984
1033,7.148,21,38980.202,2678.079,9135.443,332.179,332.179,841.627,288,696.942,2.96,0.998,15.52,1.035,44.923,0.889,0.954,0.985
1042,7.148,21,38979.89,2678.077,9135.95,332.184,332.184,840.599,288,696.772,2.959,0.998,15.503,1.035,44.843,0.888,0.954,0.986
1051,7.148,21,38979.513,2678.078,9136.457,332.154,332.154,839.572,288,696.603,2.959,0.998,15.486,1.035,44.762,0.886,0.954,0.987
1060,7.148,21,38979.142,2678.076,9136.964,332.123,332.123,838.549,288,696.434,2.958,0.998,15.469,1.035,44.682,0.885,0.954,0.988
1069,7.148,21,38978.853,2678.075,9137.471,332.137,332.137,837.528,288,696.266,2.958,0.998,15.453,1.035,44.601,0.883,0.954,0.989
1078,7.148,21,38978.492,2678.076,9137.977,332.166,332.166,836.51,288,696.098,2.957,0.998,15.436,1.035,44.521,0.881,0.954,0.99
1087,7.148,21,38978.156,2678.077,9138.482,332.033,332.033,835.495,288,695.931,2.956,0.998,15.419,1.035,44.441,0.88,0.954,0.991
1096,7.148,21,38977.873,2678.077,9138.988,332.029,332.029,834.483,288,695.764,2.956,0.998,15.402,1.035,44.362,0.878,0.954,0.992
1105,7.148,21,38977.556,2678.078,9139.494,332.031,332.031,833.473,288,695.597,2.955,0.998,15.386,1.035,44.282,0.877,0.954,0.993
1114,7.148,21,38977.284,2678.077,9139.999,332.025,332.025,832.467,288,695.431,2.955,0.998,15.369,1.035,44.203,0.875,0.954,0.994
1123,7.148,21,38977.008,2678.076,9140.504,332.12,332.12,831.462,288,695.266,2.954,0.998,15.352,1.035,44.124,0.874,0.954,0.995
1132,7.148,21,38976.665,2678.078,9141.008,332.02,332.02,830.461,288,695.101,2.953,0.998,15.336,1.035,44.045,0.872,0.954,0.996
1141,7.148,21,38976.413,2678.077,9141.512,332.08,332.08,829.462,288,694.936,2.953,0.998,15.319,1.035,43.966,0.87,0.954,0.997
1150,7.148,21,38976.11,2678.078,9142.016,332.017,332.017,828.466,288,694.772,2.952,0.998,15.303,1.035,43.887,0.869,0.954,0.998
1159,7.148,21,38975.881,2678.077,9142.519,332.118,332.118,827.472,288,694.608,2.952,0.998,15.286,1.035,43.809,0.867,0.954,0.999
1168,7.148,21,38975.564,2678.078,9143.022,332.005,332.005,826.481,288,694.444,2.951,0.998,15.27,1.035,43.731,0.866,0.954,1
1177,7.148,21,38985.221,2678.085,9129.898,332.114,332.114,851.315,288,698.351,2.967,0.998,15.695,1.035,45.702,0.905,0.955,0.975
1186,7.148,21,38984.813,2678.085,9130.399,332.226,332.226,850.271,288,698.175,2.966,0.998,15.678,1.035,45.62,0.903,0.955,0.976
1195,7.148,21,38984.37,2678.087,9130.899,332.228,332.228,849.23,288,698,2.966,0.998,15.661,1.035,45.538,0.902,0.955,0.977
1204,7.148,21,38984.008,2678.088,9131.4,332.217,332.217,848.193,288,697.826,2.965,0.998,15.643,1.035,45.456,0.9,0.955,0.978
1213,7.148,21,38983.589,2678.088,9131.9,332.116,332.116,847.157,288,697.652,2.964,0.998,15.626,1.035,45.375,0.898,0.955,0.979
1222,7.148,21,38983.06,2678.088,9132.402,332.217,332.217,846.121,288,697.478,2.964,0.998,15.609,1.035,45.294,0.897,0.955,0.98
1231,7.148,21,38982.453,2678.081,9132.912,332.123,332.123,845.079,288,697.307,2.963,0.998,15.592,1.035,45.212,0.895,0.955,0.981
1240,7.148,21,38981.909,2678.079,9133.422,332.102,332.102,844.041,288,697.136,2.962,0.998,15.575,1.035,45.131,0.894,0.955,0.982
1249,7.148,21,38981.566,2678.079,9133.93,332.077,332.077,843.004,288,696.965,2.962,0.998,15.558,1.035,45.049,0.892,0.955,0.983
1258,7.148,21,38981.176,2678.078,9134.438,332.08,332.08,841.97,288,696.794,2.961,0.998,15.541,1.035,44.968,0.89,0.955,0.984
1267,7.148,21,38980.828,2678.078,9134.946,332.161,332.161,840.939,288,696.624,2.961,0.998,15.524,1.035,44.887,0.889,0.955,0.985
1276,7.148,21,38980.452,2678.077,9135.453,332.194,332.194,839.91,288,696.454,2.96,0.998,15.507,1.035,44.806,0.887,0.955,0.986
1285,7.148,21,38980.115,2678.076,9135.96,332.185,332.185,838.884,288,696.285,2.959,0.998,15.49,1.035,44.726,0.886,0.955,0.987
1294,7.148,21,38979.746,2678.076,9136.466,332.156,332.156,837.861,288,696.116,2.959,0.998,15.473,1.035,44.645,0.884,0.955,0.988
1303,7.148,21,38979.346,2678.076,9136.972,332.097,332.097,836.841,288,695.947,2.958,0.998,15.456,1.035,44.565,0.882,0.955,0.989
1312,7.148,21,38979.048,2678.077,9137.479,332.176,332.176,835.824,288,695.78,2.958,0.998,15.439,1.035,44.485,0.881,0.955,0.99
1321,7.148,21,38978.769,2678.077,9137.985,332.046,332.046,834.809,288,695.612,2.957,0.998,15.422,1.035,44.405,0.879,0.955,0.991
1330,7.148,21,38978.435,2678.077,9138.491,332.173,332.173,833.798,288,695.445,2.956,0.998,15.406,1.035,44.325,0.878,0.955,0.992
1339,7.148,21,38978.116,2678.077,9138.996,332.036,332.036,832.788,288,695.279,2.956,0.998,15.389,1.035,44.246,0.876,0.955,0.993
1348,7.148,21,38977.783,2678.077,9139.5,332.145,332.145,831.782,288,695.113,2.955,0.998,15.372,1.035,44.167,0.874,0.955,0.994
1357,7.148,21,38977.474,2678.079,9140.005,332.162,332.162,830.778,288,694.947,2.955,0.998,15.356,1.035,44.087,0.873,0.955,0.995
1366,7.148,21,38977.218,2678.078,9140.51,332.158,332.158,829.777,288,694.782,2.954,0.998,15.339,1.035,44.008,0.871,0.955,0.996
1375,7.148,21,38976.899,2678.08,9141.013,332.048,332.048,828.779,288,694.617,2.954,0.998,15.322,1.035,43.93,0.87,0.955,0.997
1384,7.148,21,38976.637,2678.078,9141.517,332.059,332.059,827.783,288,694.453,2.953,0.998,15.306,1.035,43.851,0.868,0.955,0.998
1393,7.148,21,38976.321,2678.079,9142.02,332.013,332.013,826.789,288,694.289,2.952,0.998,15.289,1.035,43.773,0.867,0.955,0.999
1402,7.148,21,38976.057,2678.078,9142.523,332.088,332.088,825.799,288,694.126,2.952,0.998,15.273,1.035,43.694,0.865,0.955,1
1411,7.148,21,38985.822,2678.085,9129.394,332.251,332.251,850.633,288,698.032,2.967,0.998,15.699,1.035,45.666,0.904,0.956,0.975
1420,7.148,21,38985.444,2678.086,9129.895,332.161,332.161,849.59,288,697.857,2.967,0.998,15.681,1.035,45.584,0.903,0.956,0.976
1429,7.148,21,38984.999,2678.087,9130.395,332.224,332.224,848.549,288,697.682,2.966,0.998,15.664,1.035,45.502,0.901,0.956,0.977
1438,7.148,21,38984.527,2678.088,9130.895,332.208,332.208,847.511,288,697.507,2.966,0.998,15.647,1.035,45.421,0.899,0.956,0.978
1447,7.148,21,38984.164,2678.086,9131.396,332.197,332.197,846.476,288,697.333,2.965,0.998,15.629,1.035,45.339,0.898,0.956,0.979
1456,7.148,21,38983.446,2678.083,9131.906,332.155,332.155,845.431,288,697.161,2.964,0.998,15.612,1.035,45.257,0.896,0.956,0.98
1465,7.148,21,38982.903,2678.077,9132.416,332.22,332.22,844.39,288,696.989,2.964,0.998,15.595,1.035,45.176,0.894,0.956,0.981
1474,7.148,21,38982.524,2678.079,9132.926,332.152,332.152,843.352,288,696.818,2.963,0.998,15.578,1.035,45.094,0.893,0.956,0.982
1483,7.148,21,38982.116,2678.079,9133.434,332.109,332.109,842.315,288,696.647,2.963,0.998,15.561,1.035,45.013,0.891,0.956,0.983
1492,7.148,21,38981.766,2678.076,9133.942,332.199,332.199,841.282,288,696.476,2.962,0.998,15.544,1.035,44.932,0.89,0.956,0.984
1501,7.148,21,38981.371,2678.078,9134.449,332.103,332.103,840.251,288,696.306,2.961,0.998,15.527,1.035,44.851,0.888,0.956,0.985
1510,7.148,21,38980.944,2678.078,9134.956,332.083,332.083,839.223,288,696.136,2.961,0.998,15.51,1.035,44.77,0.886,0.956,0.986
1519,7.148,21,38980.614,2678.078,9135.463,332.093,332.093,838.198,288,695.967,2.96,0.998,15.493,1.035,44.689,0.885,0.956,0.987
1528,7.148,21,38980.32,2678.076,9135.97,332.139,332.139,837.175,288,695.798,2.96,0.998,15.476,1.035,44.609,0.883,0.956,0.988
1537,7.148,21,38979.965,2678.077,9136.476,332.063,332.063,836.156,288,695.63,2.959,0.998,15.459,1.035,44.529,0.882,0.956,0.989
1546,7.148,21,38979.556,2678.078,9136.981,332.052,332.052,835.138,288,695.462,2.958,0.998,15.442,1.035,44.449,0.88,0.956,0.99
1555,7.148,21,38979.283,2678.079,9137.488,332.12,332.12,834.125,288,695.294,2.958,0.998,15.426,1.035,44.369,0.878,0.956,0.991
1564,7.148,21,38978.986,2678.077,9137.993,332.086,332.086,833.113,288,695.127,2.957,0.998,15.409,1.035,44.289,0.877,0.956,0.992
1573,7.148,21,38978.633,2678.078,9138.498,332.173,332.173,832.104,288,694.961,2.957,0.998,15.392,1.035,44.21,0.875,0.956,0.993
1582,7.148,21,38978.341,2678.078,9139.003,332.143,332.143,831.098,288,694.795,2.956,0.998,15.376,1.035,44.13,0.874,0.956,0.994
1591,7.148,21,38978.027,2678.079,9139.508,332.165,332.165,830.095,288,694.629,2.955,0.998,15.359,1.035,44.051,0.872,0.956,0.995
1600,7.148,21,38977.702,2678.079,9140.012,332.164,332.164,829.094,288,694.464,2.955,0.998,15.342,1.035,43.972,0.871,0.956,0.996
1609,7.148,21,38977.417,2678.079,9140.515,332.156,332.156,828.096,288,694.299,2.954,0.998,15.326,1.035,43.893,0.869,0.956,0.997
1618,7.148,21,38977.168,2678.079,9141.019,332.117,332.117,827.101,288,694.135,2.954,0.998,15.309,1.035,43.815,0.867,0.956,0.998
