Index,Lever position (lp)_6,Ship speed (v) [knots]_6,Gas Turbine (GT) shaft torque (GTT) [kN m]_6,GT rate of revolutions (GTn) [rpm]_6,Gas Generator rate of revolutions (GGn) [rpm]_6,Starboard Propeller Torque (Ts) [kN]_6,Port Propeller Torque (Tp) [kN]_6,Hight Pressure (HP) Turbine exit temperature (T48) [C]_6,GT Compressor inlet air temperature (T1) [C]_6,GT Compressor outlet air temperature (T2) [C]_6,HP Turbine exit pressure (P48) [bar]_6,GT Compressor inlet air pressure (P1) [bar]_6,GT Compressor outlet air pressure (P2) [bar]_6,GT exhaust gas pressure (Pexh) [bar]_6,Turbine Injecton Control (TIC) [%]_6,Fuel flow (mf) [kg/s]_6,GT Compressor decay state coefficient_6,GT Turbine decay state coefficient_6
587,2.088,6,5364.795,1346.397,6838.61,22.743,22.743,589,288,572.871,1.275,0.998,6.896,1.019,23.463,0.244,0.952,0.988
596,2.088,6,5450.557,1346.916,6841.434,22.84,22.84,590.263,288,573.009,1.278,0.998,6.902,1.019,23.027,0.246,0.952,0.989
605,2.088,6,5341.263,1346.339,6843.668,22.734,22.734,586.593,288,572.401,1.274,0.998,6.875,1.019,23.042,0.242,0.952,0.99
614,2.088,6,5121.808,1345.619,6845.783,22.604,22.604,580.059,288,571.407,1.268,0.998,6.831,1.019,23.055,0.234,0.952,0.991
623,2.088,6,4874.939,1344.873,6847.831,22.46,22.46,572.717,288,570.346,1.26,0.998,6.784,1.019,23.265,0.226,0.952,0.992
632,2.088,6,4728.641,1344.755,6850.313,22.444,22.444,568.031,288,569.547,1.255,0.998,6.749,1.019,23.205,0.22,0.952,0.993
641,2.088,6,4365.055,1344.443,6852.59,22.372,22.372,557.308,288,567.955,1.244,0.998,6.68,1.019,23.02,0.207,0.952,0.994
650,2.088,6,4557.562,1344.585,6855.289,22.403,22.403,561.833,288,568.608,1.25,0.998,6.708,1.019,23.125,0.213,0.952,0.995
659,2.088,6,4196.566,1344.832,6857.958,22.444,22.444,550.843,288,566.951,1.238,0.998,6.637,1.019,22.527,0.2,0.952,0.996
668,2.088,6,4150.752,1344.953,6860.576,22.459,22.459,548.738,288,566.574,1.237,0.998,6.621,1.019,22.447,0.198,0.952,0.997
677,2.088,6,3974.845,1345.379,6863.416,22.528,22.528,542.885,288,565.725,1.231,0.998,6.584,1.019,21.796,0.191,0.952,0.998
686,2.088,6,4099.234,1345.214,6865.866,22.504,22.504,545.712,288,566.09,1.235,0.998,6.6,1.019,22.11,0.195,0.952,0.999
695,2.088,6,3732.814,1346.529,6869.129,22.731,22.731,534.104,288,564.451,1.223,0.998,6.531,1.019,20.525,0.18,0.952,1
704,2.088,6,6907.968,1367.235,6816.056,26.548,26.548,635.175,288,580.594,1.328,0.998,7.264,1.019,14.995,0.29,0.953,0.975
713,2.088,6,6863.785,1365.211,6817.366,26.178,26.178,633.66,288,580.255,1.326,0.998,7.247,1.019,16.125,0.289,0.953,0.976
722,2.088,6,6734.426,1361.393,6817.589,25.477,25.477,630.384,288,579.565,1.321,0.998,7.215,1.019,17.924,0.287,0.953,0.977
731,2.088,6,6721.35,1361.126,6819.95,25.432,25.432,629.225,288,579.38,1.32,0.998,7.206,1.019,18.094,0.286,0.953,0.978
740,2.088,6,6638.359,1359.092,6821.232,25.064,25.064,626.68,288,578.898,1.317,0.998,7.183,1.019,19.003,0.284,0.953,0.979
749,2.088,6,6401.758,1355.201,6821.366,24.356,24.356,620.569,288,577.791,1.309,0.998,7.131,1.019,20.523,0.278,0.953,0.98
758,2.088,6,6181.754,1352.54,6822.248,23.869,23.869,614.573,288,576.806,1.302,0.998,7.085,1.019,21.533,0.271,0.953,0.981
767,2.088,6,6202.263,1352.679,6824.87,23.887,23.887,614.188,288,576.711,1.302,0.998,7.081,1.019,21.327,0.271,0.953,0.982
776,2.088,6,6325.462,1354.422,6828.521,24.215,24.215,616.166,288,577.073,1.306,0.998,7.098,1.019,20.804,0.274,0.953,0.983
785,2.088,6,6026.545,1350.796,6828.858,23.551,23.551,608.371,288,575.755,1.297,0.998,7.037,1.019,22.131,0.265,0.953,0.984
794,2.088,6,5863.959,1349.638,6830.668,23.334,23.334,603.536,288,575.006,1.291,0.998,7.003,1.019,22.506,0.26,0.953,0.985
803,2.088,6,5723.041,1348.661,6832.587,23.155,23.155,599.12,288,574.271,1.287,0.998,6.969,1.019,22.538,0.255,0.953,0.986
812,2.088,6,5556.119,1347.457,6834.409,22.936,22.936,594.195,288,573.5,1.281,0.998,6.934,1.019,22.988,0.25,0.953,0.987
821,2.088,6,5195.417,1345.73,6835.858,22.626,22.626,583.912,288,571.92,1.27,0.998,6.863,1.019,23.197,0.238,0.953,0.988
830,2.088,6,5284.236,1346.183,6838.668,22.711,22.711,585.537,288,572.196,1.273,0.998,6.876,1.019,23.359,0.24,0.953,0.989
839,2.088,6,4764.019,1344.503,6840.153,22.389,22.389,570.99,288,570.117,1.256,0.998,6.783,1.019,23.433,0.223,0.953,0.99
848,2.088,6,4723.822,1344.655,6842.765,22.419,22.419,569.072,288,569.617,1.255,0.998,6.761,1.019,23.318,0.221,0.953,0.991
857,2.088,6,4513.013,1344.407,6845.213,22.374,22.374,562.497,288,568.627,1.248,0.998,6.718,1.019,23.276,0.213,0.953,0.992
866,2.088,6,4463.668,1344.396,6847.747,22.365,22.365,560.39,288,568.298,1.247,0.998,6.704,1.019,23.207,0.211,0.953,0.993
875,2.088,6,4094.815,1345.011,6850.585,22.464,22.464,549.064,288,566.617,1.235,0.998,6.631,1.019,22.288,0.197,0.953,0.994
884,2.088,6,4287.625,1344.74,6853.035,22.421,22.421,553.777,288,567.261,1.241,0.998,6.659,1.019,22.766,0.203,0.953,0.995
893,2.088,6,3966.444,1345.575,6856.012,22.566,22.566,543.636,288,565.712,1.231,0.998,6.593,1.019,21.965,0.191,0.953,0.996
902,2.088,6,3808.991,1346.138,6858.93,22.658,22.658,538.197,288,564.97,1.226,0.998,6.561,1.019,21.102,0.184,0.953,0.997
911,2.088,6,3779.18,1346.205,6861.508,22.667,22.667,536.536,288,564.69,1.225,0.998,6.55,1.019,21.009,0.183,0.953,0.998
920,2.088,6,3591.766,1347.495,6864.802,22.892,22.892,529.875,288,563.791,1.219,0.998,6.512,1.019,19.727,0.174,0.953,0.999
929,2.088,6,3459.12,1348.455,6867.962,23.063,23.063,525.065,288,563.037,1.215,0.998,6.48,1.019,19.084,0.168,0.953,1
938,2.088,6,6772.786,1362.198,6810.725,25.624,25.624,632.521,288,579.798,1.322,0.998,7.236,1.019,17.707,0.289,0.954,0.975
947,2.088,6,6811.537,1363.018,6813.786,25.778,25.778,632.395,288,579.79,1.324,0.998,7.236,1.019,17.105,0.289,0.954,0.976
956,2.088,6,6628.204,1358.816,6813.687,25.005,25.005,627.851,288,578.94,1.317,0.998,7.196,1.019,19.277,0.285,0.954,0.977
965,2.088,6,6504.662,1356.885,6815.042,24.663,24.663,624.179,288,578.289,1.313,0.998,7.165,1.019,19.974,0.281,0.954,0.978
974,2.088,6,6458.988,1356.15,6817.123,24.529,24.529,622.331,288,578.001,1.311,0.998,7.152,1.019,20.39,0.279,0.954,0.979
983,2.088,6,6233.13,1353.014,6817.722,23.954,23.954,616.229,288,576.939,1.304,0.998,7.102,1.019,21.455,0.273,0.954,0.98
992,2.088,6,5823.871,1349.136,6817.84,23.251,23.251,605.48,288,575.182,1.29,0.998,7.021,1.019,22.633,0.261,0.954,0.981
1001,2.088,6,5963.523,1350.359,6821.173,23.465,23.465,608.071,288,575.614,1.295,0.998,7.041,1.019,22.339,0.265,0.954,0.982
1010,2.088,6,5766.604,1348.637,6822.632,23.149,23.149,602.31,288,574.64,1.288,0.998,6.996,1.019,22.594,0.259,0.954,0.983
1019,2.088,6,5469.569,1346.861,6824.043,22.825,22.825,594.029,288,573.312,1.279,0.998,6.935,1.019,22.981,0.249,0.954,0.984
1028,2.088,6,5439.576,1346.809,6826.606,22.815,22.815,592.487,288,573.169,1.278,0.998,6.929,1.019,23.409,0.247,0.954,0.985
1037,2.088,6,5260.595,1345.832,6828.496,22.641,22.641,586.968,288,572.298,1.272,0.998,6.89,1.019,23.498,0.241,0.954,0.986
1046,2.088,6,5060.288,1345.165,6830.621,22.517,22.517,580.991,288,571.423,1.266,0.998,6.851,1.019,23.662,0.234,0.954,0.987
1055,2.088,6,4982.487,1344.854,6832.976,22.46,22.46,578.048,288,570.893,1.263,0.998,6.827,1.019,23.444,0.231,0.954,0.988
1064,2.088,6,4754.723,1344.505,6835.296,22.398,22.398,571.117,288,569.811,1.256,0.998,6.779,1.019,23.444,0.223,0.954,0.989
1073,2.088,6,4905.544,1344.741,6838.053,22.444,22.444,574.381,288,570.278,1.261,0.998,6.8,1.019,23.373,0.228,0.954,0.99
1082,2.088,6,4584.789,1344.311,6840.263,22.352,22.352,564.931,288,568.884,1.251,0.998,6.739,1.019,23.374,0.216,0.954,0.991
1091,2.088,6,4518.427,1344.413,6842.864,22.367,22.367,562.262,288,568.449,1.249,0.998,6.72,1.019,23.263,0.213,0.954,0.992
1100,2.088,6,4190.714,1344.757,6845.597,22.423,22.423,552.204,288,566.993,1.238,0.998,6.657,1.019,22.466,0.201,0.954,0.993
1109,2.088,6,4066.289,1345.062,6848.294,22.474,22.474,547.734,288,566.256,1.234,0.998,6.625,1.019,22.256,0.196,0.954,0.994
1118,2.088,6,4018.648,1345.299,6851.016,22.518,22.518,545.619,288,565.939,1.233,0.998,6.612,1.019,21.879,0.193,0.954,0.995
1127,2.088,6,3640.338,1347,6854.531,22.803,22.803,533.209,288,564.138,1.221,0.998,6.535,1.019,20.549,0.178,0.954,0.996
1136,2.088,6,3643.149,1347.01,6857.091,22.805,22.805,532.561,288,563.978,1.221,0.998,6.528,1.019,20.628,0.177,0.954,0.997
1145,2.088,6,3497.635,1348.052,6860.282,22.998,22.998,527.271,288,563.201,1.216,0.998,6.496,1.019,19.825,0.171,0.954,0.998
1154,2.088,6,3361.994,1349.606,6863.79,23.269,23.269,522.062,288,562.535,1.212,0.998,6.468,1.019,18.307,0.164,0.954,0.999
1163,2.088,6,3322.63,1350.034,6866.563,23.337,23.337,519.953,288,562.186,1.21,0.998,6.454,1.019,18.232,0.162,0.954,1
1172,2.088,6,6559.737,1357.587,6805.582,24.782,24.782,627.643,288,578.734,1.315,0.998,7.196,1.019,19.711,0.284,0.955,0.975
1181,2.088,6,6470.347,1356.115,6807.178,24.511,24.511,624.755,288,578.161,1.312,0.998,7.169,1.019,19.99,0.282,0.955,0.976
1190,2.088,6,6518.553,1357.172,6810.359,24.704,24.704,624.937,288,578.295,1.313,0.998,7.176,1.019,19.912,0.282,0.955,0.977
1199,2.088,6,6282.731,1353.722,6810.768,24.075,24.075,618.728,288,577.241,1.306,0.998,7.126,1.019,21.343,0.275,0.955,0.978
1208,2.088,6,6248.706,1353.139,6812.952,23.968,23.968,617.065,288,576.929,1.304,0.998,7.112,1.019,21.388,0.274,0.955,0.979
1217,2.088,6,6091.69,1351.284,6814.366,23.631,23.631,612.488,288,576.165,1.299,0.998,7.076,1.019,22.047,0.269,0.955,0.98
1226,2.088,6,5960.407,1350.224,6816.25,23.448,23.448,608.43,288,575.523,1.295,0.998,7.046,1.019,22.438,0.265,0.955,0.981
1235,2.088,6,5857.05,1349.516,6818.319,23.319,23.319,604.946,288,574.911,1.292,0.998,7.018,1.019,22.271,0.261,0.955,0.982
1244,2.088,6,5722.146,1348.43,6820.206,23.111,23.111,600.92,288,574.351,1.287,0.998,6.993,1.019,23.068,0.257,0.955,0.983
1253,2.088,6,5402.624,1346.515,6821.545,22.771,22.771,591.975,288,572.96,1.277,0.998,6.929,1.019,23.52,0.247,0.955,0.984
1262,2.088,6,5177.299,1345.589,6823.503,22.6,22.6,585.096,288,571.923,1.27,0.998,6.883,1.019,23.533,0.239,0.955,0.985
1271,2.088,6,4947.542,1344.776,6825.517,22.441,22.441,578.246,288,570.794,1.263,0.998,6.832,1.019,23.503,0.231,0.955,0.986
1280,2.088,6,4707.806,1344.334,6827.776,22.356,22.356,571.066,288,569.749,1.255,0.998,6.786,1.019,23.571,0.223,0.955,0.987
1289,2.088,6,4718.298,1344.498,6830.42,22.388,22.388,570.511,288,569.654,1.255,0.998,6.782,1.019,23.462,0.222,0.955,0.988
1298,2.088,6,4568.905,1344.378,6832.869,22.359,22.359,565.518,288,568.844,1.251,0.998,6.746,1.019,23.385,0.217,0.955,0.989
1307,2.088,6,4502.096,1344.421,6835.439,22.375,22.375,562.924,288,568.457,1.248,0.998,6.729,1.019,23.299,0.214,0.955,0.99
1316,2.088,6,4243.546,1344.693,6838.123,22.409,22.409,554.84,288,567.284,1.24,0.998,6.678,1.019,22.687,0.204,0.955,0.991
1325,2.088,6,3977.888,1345.231,6840.93,22.497,22.497,546.302,288,565.996,1.232,0.998,6.623,1.019,22.039,0.193,0.955,0.992
1334,2.088,6,3754.544,1346.19,6844.061,22.668,22.668,538.715,288,564.851,1.225,0.998,6.574,1.019,21.283,0.184,0.955,0.993
1343,2.088,6,3782.274,1346.106,6846.574,22.648,22.648,538.828,288,564.804,1.225,0.998,6.572,1.019,21.341,0.185,0.955,0.994
1352,2.088,6,3576.214,1347.432,6849.915,22.876,22.876,531.437,288,563.814,1.219,0.998,6.53,1.019,20.18,0.175,0.955,0.995
1361,2.088,6,3635.558,1347.189,6852.338,22.84,22.84,532.623,288,563.929,1.221,0.998,6.535,1.019,20.332,0.177,0.955,0.996
1370,2.088,6,3402.974,1348.909,6855.925,23.136,23.136,524.496,288,562.788,1.213,0.998,6.487,1.019,18.944,0.167,0.955,0.997
1379,2.088,6,3191.886,1351.48,6860.024,23.595,23.595,516.55,288,561.74,1.207,0.998,6.444,1.019,16.981,0.156,0.955,0.998
1388,2.088,6,3270.39,1350.535,6861.978,23.423,23.423,518.566,288,561.939,1.209,0.998,6.452,1.019,17.552,0.159,0.955,0.999
1397,2.088,6,3185.682,1351.789,6865.299,23.645,23.645,514.79,288,561.386,1.206,0.998,6.429,1.019,16.987,0.155,0.955,1
1406,2.088,6,6337.428,1354.079,6801.095,24.139,24.139,622.204,288,577.64,1.308,0.998,7.155,1.019,21.147,0.279,0.956,0.975
1415,2.088,6,6299.653,1353.801,6803.424,24.089,24.089,620.435,288,577.357,1.306,0.998,7.142,1.019,21.249,0.277,0.956,0.976
1424,2.088,6,6361.335,1354.671,6806.568,24.253,24.253,620.885,288,577.428,1.308,0.998,7.145,1.019,20.727,0.278,0.956,0.977
1433,2.088,6,6139.951,1352.066,6807.508,23.773,23.773,614.795,288,576.434,1.301,0.998,7.099,1.019,21.753,0.271,0.956,0.978
1442,2.088,6,5877.566,1349.388,6808.366,23.292,23.292,607.678,288,575.283,1.292,0.998,7.045,1.019,22.744,0.264,0.956,0.979
1451,2.088,6,5865.111,1349.445,6810.916,23.295,23.295,606.462,288,575.067,1.292,0.998,7.036,1.019,22.57,0.263,0.956,0.98
1460,2.088,6,5732.088,1348.395,6812.79,23.111,23.111,602.361,288,574.434,1.288,0.998,7.006,1.019,22.994,0.258,0.956,0.981
1469,2.088,6,5352.983,1346.067,6813.904,22.688,22.688,591.864,288,572.78,1.276,0.998,6.931,1.019,23.448,0.246,0.956,0.982
1478,2.088,6,5331.957,1346.266,6816.524,22.714,22.714,590.395,288,572.575,1.275,0.998,6.922,1.019,23.366,0.245,0.956,0.983
1487,2.088,6,4899.415,1344.617,6817.995,22.414,22.414,578.189,288,570.773,1.261,0.998,6.841,1.019,23.695,0.231,0.956,0.984
1496,2.088,6,4994.831,1344.906,6820.761,22.468,22.468,580.056,288,571.025,1.264,0.998,6.852,1.019,23.733,0.233,0.956,0.985
1505,2.088,6,4629.46,1344.267,6822.859,22.339,22.339,569.241,288,569.367,1.253,0.998,6.778,1.019,23.576,0.22,0.956,0.986
1514,2.088,6,4487.062,1344.362,6825.439,22.357,22.357,564.417,288,568.633,1.248,0.998,6.746,1.019,23.425,0.215,0.956,0.987
1523,2.088,6,4315.301,1344.298,6827.946,22.346,22.346,558.875,288,567.769,1.243,0.998,6.708,1.019,23.114,0.208,0.956,0.988
1532,2.088,6,4153.586,1344.597,6830.632,22.387,22.387,553.39,288,566.967,1.238,0.998,6.674,1.019,22.733,0.202,0.956,0.989
1541,2.088,6,4062.779,1344.812,6833.298,22.423,22.423,549.991,288,566.45,1.235,0.998,6.651,1.019,22.398,0.198,0.956,0.99
1550,2.088,6,4063.632,1344.861,6835.861,22.44,22.44,549.185,288,566.282,1.235,0.998,6.644,1.019,22.4,0.197,0.956,0.991
1559,2.088,6,3811.07,1345.904,6839.036,22.615,22.615,540.774,288,565.05,1.226,0.998,6.591,1.019,21.491,0.187,0.956,0.992
1568,2.088,6,3644.707,1347.003,6842.209,22.801,22.801,534.755,288,564.178,1.221,0.998,6.554,1.019,20.658,0.179,0.956,0.993
1577,2.088,6,3346.925,1349.505,6846.241,23.242,23.242,524.437,288,562.806,1.212,0.998,6.497,1.019,18.454,0.166,0.956,0.994
1586,2.088,6,3463.868,1348.444,6848.133,23.053,23.053,527.539,288,563.156,1.215,0.998,6.511,1.019,19.307,0.17,0.956,0.995
1595,2.088,6,3217.973,1350.991,6852.315,23.506,23.506,518.5,288,561.911,1.208,0.998,6.459,1.019,17.479,0.158,0.956,0.996
1604,2.088,6,3448.271,1348.669,6853.484,23.104,23.104,525.535,288,562.781,1.215,0.998,6.496,1.019,19.149,0.168,0.956,0.997
1613,2.088,6,3096.25,1353.129,6858.732,23.881,23.881,512.543,288,561.051,1.204,0.998,6.424,1.019,16.318,0.151,0.956,0.998
